nombre_estacion,cod_municipio,tipo_via,particula,nombre_via,cod_postal,cod_distrito,cod_barrio,lineas_buses
LOPEZ DE HOYOS-PRINCIPE VERGARA,79,Calle,de,López de Hoyos,28002,5,52,"9, 73, N2"
INTERCAMBIADOR AVENIDA DE AMERICA,79,Avda,de,América,28002,5,52,200
AV.AMERICA-PARQUE AVENIDAS,79,Avda,de,América,28002,5,52,"114, 115, N4"
AV.RAMON Y CAJAL-PADRE CLARET,79,Avda,de,Ramón y Cajal,28016,5,52,120
INTERCAMBIADOR AVENIDA DE AMERICA,79,Avda,de,América,28002,5,52,115
CLARA DEL REY-RAMOS CARRION,79,Calle,de,Clara del Rey,28002,5,52,72
CLARA DEL REY-STA.HORTENSIA,79,Calle,de,Clara del Rey,28002,5,52,72
INTERCAMBIADOR AVENIDA DE AMERICA,79,Calle,de,Prádena del Rincón,28002,5,52,122
CORAZON DE MARIA-CARDENAL SILICEO,79,Calle,de,Corazón de María,28002,5,52,72
INTERCAMBIADOR AVENIDA DE AMERICA,79,Calle,de,Prádena del Rincón,28002,5,52,114
LOPEZ DE HOYOS-CLARA DEL REY,79,Calle,de,López de Hoyos,28002,5,52,"9, 73, N2"
PRINCIPE DE VERGARA-MARIA DE MOLINA,79,Calle,del,Príncipe de Vergara,28006,5,52,N2
AV.RAMON Y CAJAL-VICTOR DE LA SERNA,79,Avda,de,Ramón Y Cajal,28016,5,53,"43, 120"
AV.ALFONSO XIII-PRADILLO,79,Avda,de,Alfonso XIII,28002,5,53,"9, 40, 43, 72, 73, N2"
AV.RAMON Y CAJAL-PPE.VERGARA,79,Avda,de,Ramón y Cajal,28002,5,53,"43, 52, 120"
PRINCIPE DE VERGARA-PZA.CATALUÑA,79,Calle,del,Príncipe de Vergara,28002,5,53,"16, 29, 52, N1"
SUERO DE QUIÑONES-PECHUAN,79,Calle,de,Suero de Quiñones,28002,5,53,1
LOPEZ DE HOYOS-EUGENIO SALAZAR,79,Calle,de,López de Hoyos,28002,5,53,"9, 73, N2"
PRINCIPE DE VERGARA-LOPEZ DE HOYOS,79,Calle,del,Príncipe de Vergara,28002,5,53,"29, 52"
PRINCIPE DE VERGARA-MUSEO DE LA CIUDAD,79,Calle,del,Príncipe de Vergara,28002,5,53,"29, 52"
LOPEZ DE HOYOS-PANTOJA,79,Calle,de,López de Hoyos,28002,5,53,"9, 73, N2"
LOPEZ DE HOYOS-PZA.PROSPERIDAD,79,Calle,de,López de Hoyos,28002,5,53,1
LOPEZ DE HOYOS-CARTAGENA,79,Calle,de,López de Hoyos,28002,5,53,"9, 73, N2"
"VICTOR DE LA SERNA,16",79,Calle,de,Víctor de la Serna,28016,5,54,52
VICTOR DE LA SERNA-AV.RAMON Y CAJAL,79,Calle,de,Víctor de la Serna,28016,5,54,52
AV.RAMON Y CAJAL-PADRE CLARET,79,Avda,de,Ramón y Cajal,28016,5,54,"9, 72, 73, 120, N2"
AV.CONCHA ESPINA-PZA.S.CORAZONES,79,Avda,de,Concha Espina,28036,5,54,"43, 120"
PRINCIPE DE VERGARA-SERRANO,79,Calle,del,Príncipe de Vergara,28016,5,54,"7, 16, 29"
PRINCIPE DE VERGARA-COLOMBIA,79,Calle,del,Príncipe de Vergara,28016,5,54,"7, 16, 29, 51, N1"
PASEO CASTELLANA-RAFAEL SALGADO,79,Paseo,de la,Castellana,28046,5,54,"27, 40, 126, 147"
PRINCIPE DE VERGARA-CONCHA ESPINA,79,Calle,del,Príncipe de Vergara,28016,5,54,"7, 16, 29"
PRINCIPE DE VERGARA-REP.ECUADOR,79,Calle,del,Príncipe de Vergara,28016,5,54,"7, 16, 29, 51"
AVDA.ALFONSO XIII-AV.RAMON Y CAJAL,79,Avda,de,Alfonso XIII,28016,5,54,40
PADRE DAMIAN-JOSE L.GALDIANO,79,Calle,del,Padre Damián,28036,5,54,150
PADRE DAMIAN-JOSE L.GALDIANO,79,Calle,del,Padre Damián,28036,5,54,150
PRINCIPE DE VERGARA-REP.ECUADOR,79,Calle,del,Príncipe de Vergara,28016,5,54,"7, 16, 29, 51"
PRINCIPE DE VERGARA-SERRANO,79,Calle,del,Príncipe de Vergara,28016,5,54,"16, 29, N1"
SERRANO-PRINCIPE DE VERGARA,79,Calle,de,Serrano,28016,5,54,"51, N1"
Pº HABANA-HERREROS DE TEJADA,79,Paseo,de la,Habana,28036,5,54,14
PTO.RICO-AV.RAMON Y CAJAL,79,Calle,de,Puerto Rico,28016,5,54,52
Pº HABANA-HERREROS DE TEJADA,79,Paseo,de la,Habana,28016,5,54,14
Pº HABANA-VERACRUZ,79,Paseo,de la,Habana,28036,5,54,14
Pº HABANA-VERACRUZ,79,Paseo,de la,Habana,28036,5,54,14
SERRANO-HOSPITAL SAN RAFAEL,79,Calle,de,Serrano,28016,5,54,"7, 51"
AVDA.ALFONSO XIII-AV.RAMON Y CAJAL,79,Avda,de,Alfonso XIII,28016,5,54,40
SERRANO-HOSPITAL SAN RAFAEL,79,Calle,de,Serrano,28016,5,54,"51, N1"
PASEO CASTELLANA-PROFESOR WAKSMAN,79,Calle,del,Profesor Waksman,28046,5,54,5
MATEO INURRIA-AV.RECUERDO,79,Calle,de,Mateo Inurria,28036,5,55,"70, 107, 129"
Pº HABANA-MACARENA,79,Paseo,de la,Habana,28036,5,55,14
COSTA RICA-PARAGUAY,79,Calle,de,Costa Rica,28016,5,55,"7, 11, 40, 87"
MATEO INURRIA-Pº HABANA,79,Calle,de,Mateo Inurria,28036,5,55,"70, 107, 129"
DRACENA Nº23,79,Calle,de la,Drácena,28016,5,55,52
Pº HABANA-MENENDEZ PIDAL,79,Paseo,de la,Habana,28036,5,55,14
Pº CASTELLANA-JUZGADOS,79,Paseo,de la,Castellana,28046,5,55,"5, 27, 147, N22, N24"
ALBERTO ALCOCER-PZA.DE CUZCO,79,Avda,de,Alberto Alcocer,28036,5,55,"11, 40"
PZA.DE CUZCO,79,Paseo,de la,Castellana,28046,5,55,"5, 27, 147, N22, N24"
PADRE DAMIAN-ALBERTO ALCOCER,79,Calle,del,Padre Damián,28036,5,55,150
MATEO INURRIA-PZA.DE CASTILLA,79,Calle,de,Mateo Inurria,28036,5,55,"5, 70, 107, 129"
PZA. DUQUE DE PASTRANA,79,Plaza,del,Duque de Pastrana,28036,5,56,"14, 129, 174"
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,5,56,"129, 177"
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,5,56,176
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,5,56,70
INTERCAMBIADOR PLAZA DE CASTILLA,79,Calle,de,San Benito,28046,5,56,175
CAIDOS DIVISION AZUL-AV.PIO XII,79,Calle,de los,Caídos de la División Azul,28016,5,56,"70, 107"
MATEO INURRIA-AV.RECUERDO,79,Calle,de,Mateo Inurria,28036,5,56,"70, 107, 129, 174"
AVDA.PIO XII-MARQUES DE TORROJA,79,Avda,de,Pío XII,28036,5,56,150
AV.PIO XII-MARQUES DE TORROJA,79,Avda,de,Pío XII,28036,5,56,"14, 16"
MATEO INURRIA-PLAZA DE CASTILLA,79,Calle,de,Mateo Inurria,28036,5,56,"5, 66, 70, 107, 129, 174"
AV.BURGOS Nº 16,79,Avda,de,Burgos,28036,5,56,"129, 150"
AV.PIO XII-NUNCIATURA,79,Avda,de,Pío XII,28016,5,56,"16, 150"
VIEJAS-PABLO LUNA,79,Calle,de las,Viejas,28046,5,56,"66, SE704"
AV.PIO XII-NUNCIATURA,79,Avda,de,Pío XII,28016,5,56,"16, 150"
ENRIQUE LARRETA-AGUSTIN DE FOXA,79,Calle,de,Enrique Larreta,28036,5,56,"5, 66"
MATEO INURRIA-PLAZA DE CASTILLA,79,Calle,de,Mateo Inurria,28036,5,56,SE704
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,5,56,135
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,5,56,67
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,5,56,178
"AVDA DE PÍO XII,92",79,Avda,de,Pío XII,28036,5,56,"16, 150"
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,5,56,134
PASEO CASTELLANA-MARQUES TORRELAGUNA,79,Calle,del,Marqués de Torrelaguna,28046,5,56,"66, 173, 174, 175, 176, 178, SE704"
PASEO CASTELLANA-AGUSTIN DE FOXA,79,Calle,de,Agustín de Foxá,28046,5,56,"66, 124, 147, N24, SE704"
AVDA DE BURGOS-BUGANVILLA,79,Avda,de,Burgos,28036,5,56,14
Pº CASTELLANA-LUIS ESTEBAN,79,Paseo,de la,Castellana,28046,6,61,"67, 124, 134, 135, 147, 173, 175, 176, 178"
AVILA-BRAVO MURILLO,79,Calle,de,Ávila,28020,6,61,"3, 43"
JULIAN BESTEIRO-FORTUNATA Y JACINTA,79,Calle,del,General Varela,28020,6,61,5
EDGAR NEVILLE-BASILICA,79,Calle,del,General Moscardó,28020,6,61,"5, 149"
AVDA.GRAL.PERON-CAPITAN HAYA,79,Avda,del,General Perón,28020,6,61,43
Pº CASTELLANA-SAN GERMAN,79,Paseo,de la,Castellana,28046,6,61,"5, 27, 40, 147, N22, N24"
EDGAR NEVILLE-GRAL.PERON,79,Calle,del,General Moscardó,28020,6,61,"5, 149"
SAN GERMAN-INFANTA MERCEDES,79,Calle,del,General Yagüe,28020,6,61,"3, 126"
AV.REINA VICTORIA-AV.PABLO IGLESIAS,79,Avda,de la,Reina Victoria,28003,6,61,"45, 127, C2, F"
"DR.FEDERICO RUBIO Y GALI, 1",79,Avda,del,Doctor Federico Rubio y Galí,28039,6,61,44
AV.PABLO IGLESIAS-NUMANCIA,79,Avda,de,Pablo Iglesias,28039,6,61,"127, N21"
GTA. CUATRO CAMINOS,79,Gta,de,Cuatro Caminos,28020,6,61,128
Pº CASTELLANA-RAFAEL SALGADO,79,Plaza,de,Manolete,28046,6,61,"27, 40, 126, 147"
GRAL.CABRERA-SAN GERMAN,79,Calle,del,General Cabrera,28020,6,61,3
SAN GERMAN-POETA JOAN MARAGALL,79,Calle,del,General Yagüe,28020,6,61,"5, 126"
AV.PABLO IGLESIAS-NUMANCIA,79,Avda,de,Pablo Iglesias,28039,6,61,"127, N21"
FCOS.RODRIGUEZ-FULGENCIO DE MIGUEL,79,Calle,de,Francos Rodríguez,28039,6,61,126
PZA.DE CUZCO,79,Paseo,de la,Castellana,28046,6,61,"5, 27, 40, 147, N22, N24"
AVDA.GRAL.PERON-CAPITAN HAYA,79,Avda,del,General Perón,28020,6,61,43
FCOS.RODRIGUEZ-NUMANCIA,79,Calle,de,Francos Rodríguez,28039,6,61,"64, 126, 128"
GTA.CUATRO CAMINOS,79,Gta,de,Cuatro Caminos,28020,6,61,124
FCOS.RODRIGUEZ-BRAVO MURILLO,79,Calle,de,Francos Rodríguez,28039,6,61,"64, 128"
VILLAAMIL-SAN RESTITUTO,79,Calle,de,Villaamil,28039,6,61,128
BRAVO MURILLO-ALMANSA,79,Calle,de,Bravo Murillo,28020,6,61,"3, 64, 66, 124, 128, N23"
SINESIO DELGADO-AV.ASTURIAS,79,Calle,de,Sinesio Delgado,28029,6,61,42
GTA. CUATRO CAMINOS,79,Gta,de,Cuatro Caminos,28020,6,61,66
DR.FEDERICO RUBIO Y GALI-AV.PABLO IGLESIAS,79,Avda,del,Doctor Federico Rubio y Galí,28040,6,61,44
SAN GERMAN-POETA JOAN MARAGALL,79,Calle,del,General Yagüe,28020,6,61,"5, 126"
PASEO CASTELLANA-PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,6,61,"42, 124, 147, N24"
AV.PABLO IGLESIAS-ALEJANDRO RGUEZ.,79,Avda,de,Pablo Iglesias,28039,6,61,"127, 132, N21"
AV.REINA VICTORIA-CUATRO CAMINOS,79,Avda,de la,Reina Victoria,28003,6,61,F
AV.REINA VICTORIA-CUATRO CAMINOS,79,Avda,de la,Reina Victoria,28003,6,61,127
Pº CASTELLANA-PZA.DE LIMA,79,Paseo,de la,Castellana,28046,6,61,"14, 27, 40, 126, 147, 150, N22, N24"
BRAVO MURILLO-MARQUES DE VIANA,79,Calle,de,Bravo Murillo,28020,6,61,"66, 124"
OFELIA NIETO-Pº DIRECCION,79,Paseo,de la,Dirección,28039,6,61,44
DR.FEDERICO RUBIO Nº 1,79,Avda,del,Doctor Federico Rubio y Galí,28039,6,61,"44, 127"
SAN GERMAN-ORENSE,79,Calle,del,General Yagüe,28020,6,61,126
GTA. CUATRO CAMINOS,79,Gta,de,Cuatro Caminos,28020,6,61,64
SAN GERMAN-INFANTA MERCEDES,79,Calle,del,General Yagüe,28020,6,61,126
OFELIA NIETO-Pº DIRECCION,79,Paseo,de la,Dirección,28039,6,61,44
JUAN DE OLIAS-BRAVO MURILLO,79,Calle,de,Juan de Olías,28020,6,62,43
BRAVO MURILLO-MANUEL LUNA,79,Calle,de,Bravo Murillo,28020,6,62,"64, 66, 124, 126, 128, N23"
GTA.CUATRO CAMINOS,79,Calle,de,Raimundo Fernández Villaverde,28020,6,62,"C2, NC2"
RAIMUNDO FERNANDEZ VILLAVERDE,79,Calle,de,Raimundo Fernández Villaverde,28046,6,62,126
RAIMUNDO FDEZ.VILLAVERDE-CICERON,79,Calle,de,Raimundo Fernández Villaverde,28020,6,62,"149, C2"
JULIAN BESTEIRO-SAN GERMAN,79,Calle,del,General Varela,28020,6,62,5
Pº CASTELLANA-AZCA,79,Paseo,de la,Castellana,28046,6,62,126
ORENSE-RAIMUNDO FDEZ.VILLAVERDE,79,Calle,de,Orense,28020,6,62,"5, 149"
AVDA. GRAL. PERON,79,Avda,del,General Perón,28020,6,62,43
PºCASTELLANA-AZCA,79,Plaza,de,Pablo Ruiz Picasso,28046,6,62,"14, 27, 40, 147, 150, N22, N24"
JOAN MARAGALL-PEDRO TEIXEIRA,79,Calle,del,Capitán Haya,28020,6,62,149
GRAL.PERON-AVIADOR ZORITA,79,Avda,del,General Perón,28020,6,62,"3, 43"
ORENSE-PALACIO DE CONGRESOS,79,Calle,de,Orense,28020,6,62,"5, 149"
RAIMUNDO FDEZ.VILLAVERDE-Pº CASTELLANA,79,Calle,de,Raimundo Fernández Villaverde,28046,6,62,"C2, NC2"
PºCASTELLANA-RAIMUNDO F.VILLAVERDE,79,Paseo,de la,Castellana,28046,6,62,"14, 27, 40, 147, 150"
GTA.CUATRO CAMINOS,79,Calle,de,Raimundo Fernández Villaverde,28020,6,62,149
SAN GERMAN-ORENSE,79,Calle,del,General Yagüe,28020,6,62,126
PZA.DE SAN AMARO,79,Plaza,de,San Amaro,28020,6,62,3
EDGAR NEVILLE-HERNANI,79,Calle,del,General Moscardó,28020,6,62,"5, 149"
PASEO DE LA CASTELLANA-JUZGADOS,79,Paseo,de la,Castellana,28046,6,63,"5, 27, 147, N22, N24"
SOR ANGELA DE LA CRUZ-BRAVO MURILLO,79,Calle,de,Sor Ángela de la Cruz,28020,6,63,11
PºCASTELLANA-ROSARIO PINO,79,Calle,de,Rosario Pino,28046,6,63,149
BRAVO MURILLO-PZA.CASTILLA,79,Calle,de,Bravo Murillo,28020,6,63,"49, 66, 124, 149"
BRAVO MURILLO-ANIBAL,79,Calle,de,Bravo Murillo,28020,6,63,"49, 66, 124, N22, N23"
SOR ANGELA DE LA CRUZ-Pº CASTELLANA,79,Calle,de ,Sor Ángela de la Cruz,28020,6,63,11
SOR ANGELA DE LA CRUZ-CAPITAN HAYA,79,Calle,de,Sor Ángela de la Cruz,28020,6,63,11
BRAVO MURILLO-FRANCISCO MEDRANO,79,Calle,de,Bravo Murillo,28020,6,63,"66, 124, N23"
JOAN MARAGALL-SOR ANGELA CRUZ,79,Calle,del,Capitán Haya,28020,6,63,149
SOR ANGELA DE LA CRUZ-ORENSE,79,Calle,de,Sor Ángela de la Cruz,28020,6,63,11
SOR ANGELA DE LA CRUZ-ORENSE,79,Calle,de,Sor Ángela de la Cruz,28020,6,63,11
BRAVO MURILLO-SOR ANGELA DE LA CRUZ,79,Calle,de,Bravo Murillo,28020,6,63,"66, 124"
BRAVO MURILLO-ROSA DE SILVA,79,Calle,de,Rosa de Silva,28020,6,63,"66, 124, N23"
JOAN MARAGALL-INST.NAC.ESTADISTICA,79,Calle,de,Rosario Pino,28020,6,63,149
SOR ANGELA DE LA CRUZ-BRAVO MURILLO,79,Calle,de,Sor Ángela de la Cruz,28020,6,63,11
AV.ASTURIAS-VIA LIMITE,79,Calle,de,Pinos Baja,28029,6,64,"42, N23"
MARTIRES DE LA VENTILLA-S.BENITO,79,Calle,de los,Mártires de la Ventilla,28029,6,64,177
PºDIRECCION-MOLINA,79,Paseo,de la,Dirección,28029,6,64,177
MATILDE LANDA-ORDOÑEZ,79,Calle,del,General Aranda,28029,6,64,177
PLAZA DEL ESTE-SAN AQUILINO,79,Plaza,del,Este,28029,6,64,177
AVDA. DE ASTURIAS-PLAZA CASTILLA,79,Avda,de,Asturias,28046,6,64,"42, N23"
PINOS ALTA-BRAVO MURILLO,79,Calle,de,Pinos Alta,28029,6,64,"49, N22"
AVDA. DE ASTURIAS-SAN AQUILINO,79,Avda,de,Asturias,28046,6,64,N23
AV.ASTURIAS-ROSARIO ROMERO,79,Calle,de,Rosario Romero,28029,6,64,177
MARTIRES DE LA VENTILLA-MAGNOLIA,79,Calle,de los,Mártires de la Ventilla,28029,6,64,177
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,6,64,"42, 49"
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,6,64,"173, 174"
AV.ASTURIAS-CAÑAVERAL,79,Avda,de,Asturias,28029,6,64,"42, N23"
SINESIO DELGADO-INST.DE SALUD CARLOS III,79,Calle,de,Sinesio Delgado,28029,6,64,147
AV.ASTURIAS-PINOS BAJA,79,Calle,de,Pinos Baja,28029,6,64,177
PINOS BAJA-MOLINA,79,Calle,de,Pinos Baja,28029,6,64,177
BRAVO MURILLO-PLAZA CASTILLA,79,Calle,de,Bravo Murillo,28020,6,64,"49, 66, 124"
SINESIO DELGADO-HOSPITAL CARLOS III,79,Calle,de,Sinesio Delgado,28029,6,64,147
Pº CASTELLANA-GRAL.ARANDA,79,Paseo,de la,Castellana,28046,6,64,"67, 124, 134, 135, 147, 173, 175, 176, 178, N24"
AV.ASTURIAS-CAÑAVERAL,79,Avda,de,Asturias,28029,6,64,"42, N23"
INTERCAMBIADOR PLAZA DE CASTILLA,79,Paseo,de la,Castellana,28046,6,64,107
AV.ASTURIAS-MONTOYA,79,Avda,de,Asturias,28029,6,64,"42, N23"
MATILDE LANDA-PZA.NORTE,79,Calle,del,General Aranda,28029,6,64,177
AVDA. DE ASTURIAS-MONTOYA,79,Avda,de,Asturias,28029,6,64,"42, N23"
JOAQUIN DICENTA-MARTIRES DE LA VENTILLA,79,Calle,de,Joaquín Dicenta,28029,6,64,177
NADOR Nº1,79,Calle,de,Nador,28029,6,64,177
SOROLLA-AVDA.ASTURIAS,79,Calle,de,Sorolla,28029,6,64,177
AV.ASTURIAS-VIA LIMITE,79,Avda,de,Asturias,28029,6,64,"42, 177, N23"
INTERCAMBIADOR PZA. CASTILLA,79,Plaza,de,Castilla,28046,6,64,27
SAN AQUILINO-SAN BENITO,79,Calle,de,San Aquilino,28029,6,64,177
ALIGUSTRE-AGAVE,79,Calle,del,Aligustre,28039,6,65,177
ROBLEDO-MARQUES DE VIANA,79,Calle,de la,Abadesa,28039,6,65,177
MARQUES DE VIANA-PºDIRECCION,79,Calle,del,Marques de Viana,28039,6,65,177
MARQUES DE VIANA-Pº DE LA DIRECCION,79,Calle,del,Marqués de Viana,28039,6,65,44
CAPITAN BLANCO ARGIBAY-MULLER,79,Calle,del,Capitán Blanco Argibay,28029,6,65,"49, N22"
CANTUESO-PºDIRECCION,79,Calle,del,Cantueso,28029,6,65,177
MARQUES DE VIANA-GENCIANA,79,Calle,del,Marqués de Viana,28039,6,65,11
CNO. DEL CHORRILLO,79,Cmno,del,Chorrillo,28039,6,65,128
CAPITAN BLANCO ARGIBAY-SORGO,79,Calle,del,Capitán Blanco Argibay,28029,6,65,"49, N22"
Pº DE LA DIRECCION-JARAMAGOS,79,Paseo,de la,Dirección,28029,6,65,"49, N22"
Cº DEL CHORRILLO,79,Cmno,del,Chorrillo,28039,6,65,128
MARQUES DE VIANA-Pº DE LA DIRECCION,79,Calle,del,Marqués de Viana,28039,6,65,11
PINOS BAJA-ARROYO,79,Calle,de,Pinos Baja,28029,6,65,177
VEZA-MULLER,79,Calle,de,Veza,28029,6,65,"49, N22"
CAPITAN BLANCO ARGIBAY-MOQUETAS,79,Calle,del,Capitán Blanco Argibay,28029,6,65,49
MARQUES DE VIANA-FERELUZ,79,Calle,del,Marqués de Viana,28039,6,65,11
ARROYO-PASEO DE LA DIRECCION,79,Calle,del,Arroyo,28029,6,65,"49, N22"
Pº DE LA DIRECCION-CAPITAN BLANCO ARGIBAY,79,Calle,del,Capitán Blanco Argibay,28029,6,65,"49, N22"
BRAVO MURILLO-AZUCENA,79,Calle,de,Bravo Murillo,28020,6,65,"66, 124, N23"
PºDIRECCIÓN-ALMORTAS,79,Paseo,de la,Dirección,28039,6,65,"11, 44"
CAPITAN BLANCO ARGIBAY-MUNDILLO,79,Calle,del,Capitán Blanco Argibay,28029,6,65,"49, N22"
PINOS BAJA-CAPITAN BLANCO ARGIBAY,79,Calle,de,Pinos Baja,28029,6,65,177
CANTUESO-PZA.CALICANTO,79,Calle,del,Cantueso,28029,6,65,177
MARQUES DE VIANA-BRAVO MURILLO,79,Calle,del ,Marqués de Viana,28039,6,65,11
PLATANO-MOQUETAS,79,Calle,del,Plátano,28029,6,65,"49, N22"
ARROYO-DIVINO REDENTOR,79,Calle,del,Arroyo,28029,6,65,"49, N22"
CAPITAN BLANCO ARGIBAY-Pº DE LA DIRECCION,79,Calle,del,Capitán Blanco Argibay,28029,6,65,"49, N22"
FCOS.RODRIGUEZ-NUMANCIA,79,Calle,de,Francos Rodríguez,28039,6,66,"64, 126, 128"
MARQUES DE VIANA-RUIZ PALACIOS,79,Calle,del,Marqués de Viana,28039,6,66,11
LOPE DE HARO-BRAVO MURILLO,79,Calle,de,Lope de Haro,28039,6,66,"64, 126, 128"
BRAVO MURILLO-LOPE DE HARO,79,Calle,de,Bravo Murillo,28020,6,66,"3, 66, 124"
BRAVO MURILLO-MARIA ZAYAS,79,Calle,de,Bravo Murillo,28020,6,66,"66, 124, N23"
BRAVO MURILLO-FCOS.RODRIGUEZ,79,Calle,de,Bravo Murillo,28020,6,66,"3, 66, 124, N23"
FCOS.RODRIGUEZ-VILLAAMIL,79,Calle,de,Francos Rodríguez,28039,6,66,"64, 126, 128"
MARQUES DE VIANA-GLADIOLO,79,Calle,del,Marqués de Viana,28039,6,66,11
MARQUES DE VIANA-BRAVO MURILLO,79,Calle,del,Marqués de Viana,28039,6,66,11
GENOVA-PZA.ALONSO MARTINEZ,79,Calle,de,Génova,28010,7,71,"21, C03, N23"
GRAL.MTNEZ.CAMPOS-FORTUNY,79,Paseo,del,General Martínez Campos,28010,7,71,"7, 16, 40, 61, 147"
GRAL.ALVAREZ CASTRO-JOSE ABASCAL,79,Calle,del,General Álvarez de Castro,28010,7,71,149
FCO.DE ROJAS-SAGASTA,79,Calle,de,Francisco de Rojas,28010,7,71,"37, 40"
GRAL.MARTINEZ CAMPOS-ALONSO CANO,79,Paseo,del,General Martínez Campos,28010,7,71,"5, 16, 61"
GUZMAN EL BUENO-FERNANDEZ DE LOS RIOS,79,Calle,de,Guzmán el Bueno,28015,7,71,2
FDEZ.DE LOS RIOS-HILARION ESLAVA,79,Calle,de,Fernández de los Ríos,28015,7,71,"16, 61"
AV.REINA VICTORIA-GRAL.I.IBERO,79,Avda,de la,Reina Victoria,28003,7,71,"45, C1, F, NC1"
FERNANDO EL CATOLICO-HILARION ESLAVA,79,Calle,de,Fernando el Católico,28015,7,71,"16, 61"
ALBERTO AGUILERA-ARGUELLES,79,Calle,de,Alberto Aguilera,28015,7,71,21
CRISTOBAL BORDIU-ALENZA,79,Calle,de,Cristóbal Bordiú,28003,7,71,45
ELOY GONZALO-CARDENAL CISNEROS,79,Calle,de,Eloy Gonzalo,28010,7,71,"3, 16, 61"
GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA,79,Calle,del,General Ibáñez de Ibero,28003,7,71,"44, N21"
AV.REINA VICTORIA-GUZMAN EL BUENO,79,Avda,de la,Reina Victoria,28003,7,71,45
AV.FILIPINAS-VALLEHERMOSO,79,Avda,de,Filipinas,28003,7,71,12
ISAAC PERAL-PZA.CRISTO REY,79,Calle,de,Isaac Peral,28015,7,71,"1, 44, 62, 82, 132, 138, C1"
EDUARDO DATO-ZURBANO,79,Paseo,de,Eduardo Dato,28010,7,71,"40, 147"
CEA BERMUDEZ-GUZMAN EL BUENO,79,Calle,de,Cea Bermúdez,28015,7,71,12
FCO.DE ROJAS-LUCHANA,79,Calle,de,Francisco de Rojas,28010,7,71,40
GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA,79,Calle,del,General Ibáñez de Ibero,28003,7,71,"44, N21"
ISAAC PERAL-FERNANDEZ DE LOS RIOS,79,Calle,de,Isaac Peral,28015,7,71,"1, 44, 62, 82, 132, 138, C1, N21"
GUZMAN EL BUENO-CEA BERMUDEZ,79,Calle,de,Guzmán el Bueno,28015,7,71,2
ALBERTO AGUILERA-G.EL BUENO,79,Calle,de,Alberto Aguilera,28015,7,71,"2, 21, C03"
BLASCO DE GARAY Nº 40,79,Calle,de,Blasco de Garay,28015,7,72,2
FERNANDO EL CATOLICO-MAGALLANES,79,Calle,de,Fernando el Católico,28015,7,72,"16, 61"
FERNANDO EL CATOLICO-VALLEHERMOSO,79,Calle,de,Fernando el Católico,28015,7,72,"16, 61"
LUCHANA-TRAFALGAR,79,Calle,de,Luchana,28010,7,73,147
FUENCARRAL-SANDOVAL,79,Calle,de,Fuencarral,28010,7,73,149
FUENCARRAL-SANDOVAL,79,Calle,de,Fuencarral,28010,7,73,"3, 37, 149, N23"
FUENCARRAL-GTA.QUEVEDO,79,Calle,de,Fuencarral,28010,7,73,"3, 37, 149, N23"
FCO.DE ROJAS-SAGASTA,79,Calle,de,Francisco de Rojas,28010,7,73,40
FUENCARRAL-ALBURQUERQUE,79,Calle,de,Fuencarral,28010,7,73,"3, 37, 149"
ELOY GONZALO-JUAN DE AUSTRIA,79,Calle,de,Eloy Gonzalo,28010,7,73,"16, 61"
FUENCARRAL-ALBURQUERQUE,79,Calle,de,Fuencarral,28010,7,73,149
CARRANZA-GTA.BILBAO,79,Calle,de,Carranza,28004,7,73,"21, 147, C03"
LUCHANA-PZA.DE CHAMBERI,79,Calle,de,Luchana,28010,7,73,"40, 147"
LUCHANA-FRANCISCO DE ROJAS,79,Calle,de,Luchana,28010,7,73,"37, 40, 147"
SAGASTA-MANUEL SILVELA,79,Calle,de,Sagasta,28004,7,73,"21, C03"
FUENCARRAL-GTA.QUEVEDO,79,Calle,de,Fuencarral,28010,7,73,149
GTA.EMILIO CASTELAR,79,Paseo,de la,Castellana,28046,7,74,"5, 14, 27, 45, 150, N1, N22, N24"
ALMAGRO-Pº EDUARDO DATO,79,Calle,de,Almagro,28010,7,74,7
EDUARDO DATO-RUBEN DARIO,79,Paseo,de,Eduardo Dato,28010,7,74,"40, 147"
GENOVA-PZA.COLON,79,Calle,de,Génova,28004,7,74,"21, C03, N23, N25, N26"
ALMAGRO-ZURBANO,79,Calle,de,Almagro,28010,7,74,7
PZA.DE CHAMBERI,79,Plaza,de,Chamberí,28010,7,74,"40, 147"
