nombre_estacion,cod_municipio,tipo_via,particula,nombre_via,cod_postal,cod_distrito,cod_barrio,lineas_buses
Pº CASTELLANA-Pº EDUARDO DATO,79,Paseo,de la,Castellana,28046,7,74,"5, 14, 27, 45, 150, N1, N22, N24"
Pº CASTELLANA-PZA.DE COLON,79,Plaza,de,Colón,28046,7,74,"5, 14, 27, 45, 150, N1, N22, N24, N25, N26"
ALMAGRO-ZURBANO,79,Calle,de,Almagro,28010,7,74,7
STA.ENGRACIA-PZA.CHAMBERI,79,Calle,de,Santa Engracia,28010,7,74,"3, N23"
Pº CASTELLANA-MINISTERIO INTERIOR,79,Calle,de,Zurbarán,28046,7,74,"5, 14, 27, 45, 150, N1, N22, N24, N25, N26"
STA.ENGRACIA Nº 162,79,Calle,de,Santa Engracia,28003,7,75,"3, 37, 45, 149, N23"
AGUSTIN BETANCOURT-C.BORDIU,79,Calle,de,Agustín de Betancourt,28003,7,75,45
PºCASTELLANA - NUEVOS MINISTERIOS,79,Paseo,de la,Castellana,28046,7,75,27
Pº CASTELLANA-NUEVOS MINISTERIOS,79,Paseo,de la,Castellana,28046,7,75,"7, 14, 27, 40, 147, 150, N22, N24"
Pº CASTELLANA-NUEVOS MINISTERIOS,79,Paseo,de la,Castellana,28046,7,75,"7, 14, 40, 147, 150, N22, N24"
RAIMUNDO FDEZ.VILLAVERDE-ALONSO CANO,79,Calle,de,Raimundo Fernández Villaverde,28003,7,75,C1
RAIMUNDO FDEZ.VILLAVERDE-PONZANO,79,Calle,de,Raimundo Fernández Villaverde,28003,7,75,"149, C1, NC1"
GTA.CUATRO CAMINOS,79,Calle,de,Raimundo Fernández Villaverde,28003,7,75,"C1, NC1"
PZA.S.JUAN DE LA CRUZ,79,Paseo,de la,Castellana,28046,7,75,"7, 14, 27, 40, 147, 150, N22, N24"
Pº CASTELLANA-PZA.DR.MARAÑON,79,Plaza,del,Doctor Marañón,28046,7,75,"14, 27, 45, 150, N22, N24"
PZA.S.JUAN DE LA CRUZ,79,Paseo,de la,Castellana,28046,7,75,45
PASEO CASTELLANA-PZA.DR.MARAÑON,79,Paseo,de la,Castellana,28046,7,75,"7, 40, 147"
STA.ENGRACIA-MARIA DE GUZMAN,79,Calle,de,Santa Engracia,28003,7,75,"3, 37, 45, 149"
RAIMUNDO FDEZ.VILLAVERDE-Pº CASTELLANA,79,Calle,de,Raimundo Fernández Villaverde,28046,7,75,"C1, NC1"
BRAVO MURILLO-ISLAS FILIPINAS,79,Calle,de,Bravo Murillo,28003,7,76,"3, 37, 149, N23"
SAN FCO.DE SALES-PZA.CRISTO REY,79,Paseo,de,San Francisco de Sales,28003,7,76,"12, 44, N21"
AV.FILIPINAS-GUZMAN EL BUENO,79,Avda,de,Filipinas,28003,7,76,12
PZA.ISLA DE ALBORAN,79,Paseo,de,Juan XXIII,28040,7,76,"C1, NC1"
AVDA.REINA VICTORIA-CUATRO CAMINOS,79,Avda,de la,Reina Victoria,28003,7,76,"45, 127, F"
GUZMAN EL BUENO Nº 139,79,Calle,de,Guzmán el Bueno,28003,7,76,2
AV.REINA VICTORIA-AV.PABLO IGLESIAS,79,Avda,de la,Reina Victoria,28003,7,76,"45, 127, C1, F"
AVDA. REINA VICTORIA-GRAL.RODRIGO,79,Avda,de la,Reina Victoria,28003,7,76,"2, C1, F"
PZA.JUAN ZORRILLA,79,Plaza, ,Juan Zorrilla,28003,7,76,12
ISAAC PERAL-JULIAN ROMEA,79,Calle,de,Isaac Peral,28040,7,76,C1
SAN FCO.DE SALES-PZA.CRISTO REY,79,Paseo,de,SAN FRANCISCO DE SALES,28003,7,76,"44, N21"
ISAAC PERAL-HOSPITAL CLINICO,79,Calle,de,Isaac Peral,28040,7,76,"C1, NC1"
SAN FCO.DE SALES-ANDRES MELLADO,79,Paseo,de,San Francisco de Sales,28003,7,76,44
CEA BERMUDEZ-GAZTAMBIDE,79,Calle,de,Cea Bermúdez,28003,7,76,12
BRAVO MURILLO-MAUDES,79,Calle,de,Bravo Murillo,28003,7,76,37
BRAVO MURILLO-MAUDES,79,Calle,de,Bravo Murillo,28003,7,76,"3, 45, 149, N23"
JUAN XIII-PZA. MARQUÉS DE COMILLAS,79,Paseo,de,Juan XXIII,28040,7,76,C1
GUZMAN EL BUENO-MELQUIADES ÁLVAREZ,79,Calle,de,Guzmán el Bueno,28003,7,76,"2, 12"
SAN MODESTO - ISIDRO FERNANDEZ,79,Calle,de,San Modesto,28034,8,81,"124, 137, N24"
VIRGEN DE ARANZAZU Nº7,79,Calle,de la,Virgen de Aránzazu,28034,8,81,"124, 137"
FERMIN CABALLERO-ISLAS CIES,79,Calle,de,Fermín Caballero,28035,8,81,"67, 127, N21"
DR.RAMON CASTROVIEJO-J.LORENZO,79,Calle,del,Doctor Ramón Castroviejo,28035,8,81,"42, 137"
PZA.DE LOS TRES OLIVOS,79,Avda,del,Campo de Calatrava,28034,8,81,"66, 137"
PEDRO RICO-ARZOBISPO MORCILLO,79,Calle,de,Pedro Rico,28029,8,81,"83, 132"
AV.C.HERRERA ORIA-NAVALUENGA,79,Avda,del,Cardenal Herrera Oria,28035,8,81,"83, 133"
MONFORTE DE LEMOS-LA VAGUADA,79,Avda,de,Monforte de Lemos,28029,8,81,"49, 83, 128, 132, 137, N22"
MONFORTE DE LEMOS-AV.BETANZOS,79,Avda,de,Monforte de Lemos,28029,8,81,"49, 83, 128, 132, 137, N22"
CERRO DEL CASTAÑAR-LA MASO,79,Calle,del,Cerro del Castañar,28034,8,81,134
ARROYOFRESNO-AV.C.HERRERA ORIA,79,Calle,de,Arroyofresno,28035,8,81,"82, N20"
AV.C.HERRERA ORIA-CTRA.COLMENAR,79,Avda,del,Cardenal Herrera Oria,28034,8,81,124
MELCHOR FDEZ.ALMAGRO-AV.FERROL,79,Calle,de,Melchor Fernández Almagro,28029,8,81,147
VALLE PINARES LLANOS-V.CONDESA,79,Calle,del,Valle de Pinares Llanos,28035,8,81,N21
LA MASO-NURIA,79,Calle,de,La Maso,28034,8,81,134
PRINCIPE VIANA-MIRAVALLES,79,Calle,del,Príncipe de Viana,28048,8,81,162
BRAILLE-MOLINS DE REY,79,Calle,de,Braille,28034,8,81,"66, 137"
PRINCIPE VIANA-ARENAS Y NAVARRO,79,Calle,del,Príncipe de Viana,28048,8,81,162
SANGENJO-PATONES,79,Calle,de,Sangenjo,28034,8,81,N22
GTA. PRADERA DE NAVALURRAQUE,79,Avda,del,Ventisquero de la Condesa,28034,8,81,49
GINZO DE LIMIA-AV.FERROL,79,Calle,de,Ginzo de Limia,28029,8,81,N23
FERMIN CABALLERO-ISLA DE AROSA,79,Calle,de,Fermín Caballero,28035,8,81,"67, 127, N21"
PEDRO RICO-JULIO PALACIOS,79,Calle,de,Pedro Rico,28029,8,81,67
LLANO CASTELLANO-MANUEL TOVAR,79,Avda,del,Llano Castellano,28034,8,81,"66, 124, 137, SE704"
AVDA. BURGOS Nº93,79,Avda,de,Burgos,28050,8,81,"173, 174, 176"
LA MASO-MARBELLA,79,Calle,de,La Maso,28034,8,81,"134, N23"
CANTALEJO-CHAPINERIA,79,Calle,de,Cantalejo,28035,8,81,82
SAN MODESTO-HOSPITAL RAMON Y CAJAL,79,Calle,de,San Modesto,28034,8,81,135
LLANO CASTELLANO-ISLA DE JAVA,79,Avda,del,Llano Castellano,28034,8,81,"66, 124, 137, N24, SE704"
FERMIN CABALLERO-ISLA DE TABARCA,79,Calle,de,Fermín Caballero,28035,8,81,"67, 127, N21"
SINESIO DELGADO-GINZO DE LIMIA,79,Calle,de,Sinesio Delgado,28029,8,81,42
ALDONZA LORENZO-CAMPO DE MONTIEL,79,Calle,de,Aldonza Lorenzo,28034,8,81,"66, 137"
MONFORTE DE LEMOS-PARQUE NORTE,79,Avda,de,Monforte de Lemos,28029,8,81,"134, 137"
MARCOS ORUETA Nº 5,79,Calle,de,Marcos de Orueta,28034,8,81,"124, 137"
CHANTADA-CANDIDO MATEOS,79,Calle,de,Chantada,28035,8,81,42
Pº. CASTELLANA-MONFORTE DE LEMOS,79,Paseo,de la,Castellana,28046,8,81,"67, 124, 134, 135, 173, 175, 176, 178, N24"
CESAR MANRIQUE-JUAN SANCHEZ,79,Calle,de,César Manrique,28035,8,81,"127, 132, N21"
PEDRO RICO-ARZOBISPO MORCILLO,79,Calle,de,Pedro Rico,28029,8,81,67
AV.C.HERRERA ORIA-ARROYOFRESNO,79,Avda,del,Cardenal Herrera Oria,28035,8,82,"83, 133"
FRESNEDILLAS-SIGUERO,79,Calle,de,Fresnedillas,28035,8,82,"82, N20"
AV.C.HERRERA ORIA-ARROYOFRESNO,79,Calle,de,Arroyofresno,28035,8,82,"83, 133"
FRESNEDILLAS-SIGUERO,79,Calle,de,Fresnedillas,28035,8,82,82
ARROYOFRESNO-AV.C.HERRERA ORIA,79,Calle,de,Arroyofresno,28035,8,82,82
GTA. FRANCISCO BAYEU Y SUBIAS,79,Gta,de,Francisco Bayeu y Subías,28035,8,83,82
GLORIETA MARIANO SALVADOR MAELLA,79,Calle,de las,Islas Bahamas,28035,8,83,127
CESAR MANRIQUE-ISLA MALAITA,79,Calle,de,César Manrique,28035,8,83,"127, 132, N21"
RAMON GOMEZ DE LA SERNA-JULIO CALVO,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,49
JOAQUIN LORENZO-ISLA MALAITA,79,Calle,de,Joaquín Lorenzo,28035,8,83,42
ISLAS ALEUTIANAS-JOAQUÍN LORENZO,79,Calle,de,Joaquín Lorenzo,28035,8,83,"42, 64, N20"
A.RGUEZ.CASTELAO-R.DE CASTRO,79,Calle,de,Alfonso Rodríguez Castelao,28035,8,83,"67, 82"
AV.ILUSTRACION-JOAQUIN LORENZO,79,Calle,de,Joaquín Lorenzo,28035,8,83,137
JUAN SANCHEZ-CESAR MANRIQUE,79,Calle,de,Juan Sánchez,28035,8,83,137
RISCOS DE POLANCO-VALLE PINARES LLANOS,79,Calle,de,Riscos de Polanco,28035,8,83,49
ROSALIA DE CASTRO-ALEJANDRO CASONA,79,Calle,de,Rosalía de Castro,28035,8,83,82
ISLAS ALEUTIANAS-JOAQUIN LORENZO,79,Calle,de las,Islas Aleutianas,28035,8,83,"64, N20"
RAMON GOMEZ SERNA-JULIO CALVO,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,49
ISLA DE AROSA-ISLAS CIES,79,Calle,de la,Isla de Arosa,28035,8,83,"83, 133, N21"
RAMON GOMEZ DE LA SERNA-COL.EL PINO,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,67
ALEJANDRO CASONA-DR.REINOSA,79,Calle,de,Alejandro Casona,28035,8,83,82
ISLA DE AROSA-ISLAS CIES,79,Calle,de la,Isla de Arosa,28034,8,83,"83, 124, 133, N21"
LEOPOLDO ALAS CLARIN-DR.REINOSA,79,Calle,de,Leopoldo Alas Clarín,28035,8,83,82
A.RGUEZ.CASTELAO-DR.REINOSA,79,Calle,de,Alfonso Rodríguez Castelao,28035,8,83,82
RAMON GOMEZ SERNA-ALEJANDRO CASONA,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,67
CHANTADA-CESAR MANRIQUE,79,Calle,de,Chantada,28035,8,83,42
CHANTADA-CANDIDO MATEOS,79,Calle,de,Chantada,28035,8,83,42
JOAQUIN LORENZO-CESAR MANRIQUE,79,Calle,de,Joaquín Lorenzo,28035,8,83,42
AV.CARD.HERRERA ORIA-ISLA DE TABARCA,79,Avda,del,Cardenal Herrera Oria,28035,8,83,"64, 83, 133"
GABRIELA MISTRAL-LEOPOLDO ALAS CLARIN,79,Calle,de,Gabriela Mistral,28035,8,83,"82, N20"
A.RGUEZ.CASTELAO-GABRIELA MISTRAL,79,Calle,de,Alfonso Rodríguez Castelao,28035,8,83,"82, N20"
AV.C.HERRERA ORIA-GASCONES,79,Avda,del,Cardenal Herrera Oria,28035,8,83,"83, 133"
A.RGUEZ.CASTELAO-GABRIELA MISTRAL,79,Calle,de,Alfonso Rodríguez Castelao,28035,8,83,82
RAMON GOMEZ DE LA SERNA-COL.EL PINO,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,"67, N20"
AV.C.HERRERA ORIA-ISLAS MARQUESAS,79,Avda,del,Cardenal Herrera Oria,28035,8,83,"64, 83, 133"
GTA.MARIANO SALVADOR MAELLA,79,Gta,de,Mariano Salvador Maella,28035,8,83,127
ROSALIA DE CASTRO Nº75,79,Calle,de,Rosalía de Castro,28035,8,83,"67, 82, N20"
ROSALIA DE CASTRO-G.MISTRAL,79,Calle,de,Rosalía de Castro,28035,8,83,"67, N20"
ROSALIA DE CASTRO Nº 75,79,Calle,de,Rosalía de Castro,28035,8,83,"67, 82"
AV.C.HERRERA ORIA-VENTISQUERO CONDESA,79,Calle,de,Úbeda,28034,8,83,"49, 64, 124"
RAMON GOMEZ SERNA-AV.C.HERRERA ORIA,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,"49, 67, N20"
AV.CARD.HERRERA ORIA-ISLA DE AROSA,79,Avda,del,Cardenal Herrera Oria,28035,8,83,"64, 83, 133"
AV.C.HERRERA ORIA-RAMON GOMEZ SERNA,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,"64, 83, 133"
ISLA MALAITA-JOAQUIN LORENZO,79,Calle,de la,Isla Malaita,28035,8,83,137
JOAQUIN LORENZO-ISLA MALAITA,79,Calle,de,Joaquín Lorenzo,28035,8,83,42
ALEJANDRO CASONA-DR.REINOSA,79,Calle,de,Alejandro Casona,28035,8,83,82
VENTISQUERO CONDESA-C.HERRERA ORIA,79,Avda,del,Ventisquero de la Condesa,28035,8,83,"64, N21"
CESAR MANRIQUE-LA CABRERA,79,Calle,de,César Manrique,28035,8,83,"42, 127, 132, N21"
ROSALIA DE CASTRO-G.MISTRAL,79,Calle,de,Rosalía de Castro,28035,8,83,67
LA BAÑEZA-Cº VEREDA GANAPANES,79,Calle,de,La Bañeza,28035,8,83,"42, 132, 137"
LA BAÑEZA-Cº DE GANAPANES,79,Calle,de,La Bañeza,28035,8,83,"42, 132, 137"
FERMIN CABALLERO-ISLAS CIES,79,Calle,de,Fermín Caballero,28035,8,83,"67, 127, N21"
LA BAÑEZA-CANDIDO MATEOS,79,Calle,de,La Bañeza,28035,8,83,"42, 132, 137"
DOCTOR REINOSA-LEOPOLDO ALAS CLARÍN,79,Calle,del,Doctor Reinosa,28035,8,83,67
FERMIN CABALLERO-ISLA DE AROSA,79,Calle,de,Fermín Caballero,28035,8,83,"67, 127, N21"
RAMON GOMEZ SERNA-A.CASONA,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,"67, N20"
RISCOS DE POLANCO-VALLE P.LLANOS,79,Calle,de,Riscos de Polanco,28035,8,83,49
VALLE PINARES LLANOS-RISCOS DE POLANCO,79,Calle,del,Valle de Pinares Llanos,28035,8,83,N21
CHANTADA-CESAR MANRIQUE,79,Calle,de,Chantada,28035,8,83,42
CESAR MANRIQUE-LA CABRERA,79,Calle,de,César Manrique,28035,8,83,"127, 132, N21"
AV.C.HERRERA ORIA-ISLA DE AROSA,79,Avda,del,Cardenal Herrera Oria,28035,8,83,49
ALFONSO RGUEZ.CASTELAO-R.DE CASTRO,79,Calle,de,Alfonso Rodríguez Castelao,28035,8,83,"67, 82"
AV.C.HERRERA ORIA-ISLA DE AROSA,79,Avda,del,Cardenal Herrera Oria,28035,8,83,"49, 64, 83, 133"
RAMON GOMEZ SERNA-AV.C.HERRERA ORIA,79,Calle,de,Ramón Gómez de la Serna,28035,8,83,"49, 67"
AV.C.HERRERA ORIA-ENRIQUE LEYRA,79,Avda,del,Cardenal Herrera Oria,28035,8,83,"83, 133"
LA BAÑEZA-CANDIDO MATEOS,79,Calle,de,La Bañeza,28035,8,83,"42, 132, 137"
AV.CARDENAL HERRERA ORIA-ALICIA BAENA,79,Avda,del,Cardenal Herrera Oria,28035,8,83,"64, 83, 133"
JOAQUIN LORENZO - AV. ILUSTRACIÓN,79,Calle,de,Joaquín Lorenzo,28035,8,83,"42, 64, N20"
AV.C.HERRERA ORIA-ENRIQUE LEYRA,79,Cmno,de,Fuencarral,28035,8,83,"83, 133, N20"
RAMON GOMEZ SERNA-ALEJANDRO CASONA,79,Calle,de,Alejandro Casona,28035,8,83,82
ISLAS ALEUTIANAS-OTERO Y DELAGE,79,Calle,de las,Islas Aleutianas,28035,8,83,"64, N20"
DR.RAMÓN CASTROVIEJO - JOAQUÍN LORENZO,79,Calle,del,Doctor Ramón Castroviejo,28035,8,83,"42, 64, N20"
RIBADAVIA Nº 27,79,Calle,de,Ribadavia,28029,8,84,42
RIBADAVIA-SINESIO DELGADO,79,Calle,de,Ribadavia,28029,8,84,42
AV.BETANZOS-Pº DE LA VAGUADA,79,Avda,de,Betanzos,28029,8,84,83
AV.BETANZOS-M.FDEZ.ALMAGRO,79,Avda,de,Betanzos,28029,8,84,"42, 49, 126, 128, N22"
MONFORTE DE LEMOS-LA VAGUADA,79,Avda,de,Monforte de Lemos,28029,8,84,"49, 83, 132, 137, N22"
MONFORTE DE LEMOS-AV.BETANZOS,79,Avda,de,Monforte de Lemos,28029,8,84,"49, 83, 128, 132, 137, N22"
GINZO DE LIMIA-GTA.REALES ACADEMIAS,79,Calle,de,Ginzo de Limia,28029,8,84,"49, 134"
GINZO DE LIMIA-LA VAGUADA,79,Calle,de,Ginzo de Limia,28029,8,84,"49, 134, N23"
AV.BETANZOS-Pº DE LA VAGUADA,79,Avda,de,Betanzos,28029,8,84,83
MELCHOR FDEZ.ALMAGRO-AV.BETANZOS,79,Calle,de,Melchor Fernández Almagro,28029,8,84,147
FERMIN CABALLERO-PZA.CIEZA,79,Calle,de,Fermín Caballero,28034,8,84,"67, 124, 127, 133"
GINZO DE LIMIA-MELCHOR FDEZ.ALMAGRO,79,Calle,de,Ginzo de Limia,28029,8,84,"147, N23"
LA VAGUADA,79,Avda,de,Monforte de Lemos,28029,8,84,128
MONFORTE DE LEMOS Nº 169,79,Avda,de,Monforte de Lemos,28029,8,84,"132, 137"
LA BAÑEZA-PONFERRADA,79,Calle,de,La Bañeza,28029,8,84,42
GTA.PIEDRAFITA DEL CEBRERO,79,Gta,de,Piedrafita del Cebrero,28029,8,84,"49, 126, 128, N22"
LA BAÑEZA-PONFERRADA,79,Calle,de,La Bañeza,28029,8,84,"42, 126, 147"
LA BAÑEZA-AV.GANAPANES,79,Calle,de,La Bañeza,28029,8,84,"126, 147"
FERMIN CABALLERO-COLEGIO VALDELUZ,79,Calle,de,Fermín Caballero,28034,8,84,"67, 124, 127, 133"
FERMIN CABALLERO-GINZO DE LIMIA,79,Calle,de,Fermín Caballero,28034,8,84,"67, 127, 133"
GINZO DE LIMIA-FERMIN CABALLERO,79,Calle,de,Ginzo de Limia,28034,8,84,127
GINZO DE LIMIA-CDAD.PERIODISTAS,79,Calle,de,Ginzo de Limia,28034,8,84,"49, 134"
CHANTADA-RIBADAVIA,79,Calle,de,Chantada,28029,8,84,42
GINZO DE LIMIA-SANGENJO,79,Calle,de,Ginzo de Limia,28034,8,84,"49, 134, N23"
FERMIN CABALLERO-COLEGIO VALDELUZ,79,Calle,de,Fermín Caballero,28034,8,84,"67, 127, 133"
MELCHOR FDEZ.ALMAGRO-AV.BETANZOS,79,Calle,de,Melchor Fernández Almagro,28029,8,84,147
RIBADAVIA-SINESIO DELGADO,79,Calle,de,Ribadavia,28029,8,84,42
RIBADAVIA-CHANTADA,79,Calle,de,Ribadavia,28029,8,84,42
GTA.PIEDRAFITA DEL CEBRERO,79,Avda,de,Betanzos,28029,8,84,"49, 126, 128, N22"
AV.BETANZOS-M.FDEZ.ALMAGRO,79,Avda,de,Betanzos,28029,8,84,"42, 49, 126, 128, N22"
FERMIN CABALLERO-PZA.CIEZA,79,Calle,de,Fermín Caballero,28034,8,84,"67, 127, 133"
PEDRO RICO-ARZOBISPO MORCILLO,79,Calle,de,Pedro Rico,28029,8,85,67
MONFORTE DE LEMOS-POLIDEPORTIVO,79,Avda,de,Monforte de Lemos,28029,8,85,"134, 137"
MONFORTE DE LEMOS-PUENTECESURES,79,Avda,de,Monforte de Lemos,28029,8,85,"134, 137"
PEDRO RICO-HOSPITAL LA PAZ,79,Calle,de,Pedro Rico,28029,8,85,"124, 135, 137"
CARRETERA DE COLMENA-HOSPITAL RAMON Y CAJAL,79,Calle,de,Alfredo Marquerie,28034,8,85,"175, 178"
HOSPITAL LA PAZ-RESIDENCIA GENERAL,79,Calle,del,Arzobispo Morcillo,28046,8,85,"67, 124, 134, 135, N24"
HOSPITAL LA PAZ-RESIDENCIA GENERAL,79,Calle,del,Arzobispo Morcillo,28046,8,85,"173, 175, 176, 178"
FINISTERRE-MELCHOR FDEZ.ALMAGRO,79,Calle,de,Finisterre,28029,8,85,147
VALENCIA DE DON JUAN-A.MARQUERIE,79,Calle,de,Valencia de Don Juan,28034,8,85,"124, 133, N23"
PATONES-SANGENJO,79,Calle,de,Patones,28034,8,85,83
NARCIS MONTURIOL-SANGENJO,79,Calle,de,Narcís Monturiol,28034,8,85,83
ARZOBISPO MORCILLO-PARQUE NORTE,79,Calle,del,Arzobispo Morcillo,28029,8,85,132
ARZOBISPO MORCILLO-JULIO PALACIOS,79,Calle,del,Arzobispo Morcillo,28029,8,85,132
MONFORTE DE LEMOS-Pº CASTELLANA,79,Avda,de,Monforte de Lemos,28029,8,85,147
NARCIS MONTURIOL-SANGENJO,79,Calle,de,Narcís Monturiol,28034,8,85,"67, 83"
PEDRO RICO-HOSPITAL LA PAZ,79,Calle,de,Pedro Rico,28029,8,85,"124, 137"
HOSPITAL LA PAZ-MATERNIDAD,79,Calle,del,Arzobispo Morcillo,28029,8,85,"67, 124, 134, 135, N24"
AVDA. MONFORTE DE LEMOS,79,Avda,de,Monforte de Lemos,28029,8,85,"134, 137"
HOSPITAL LA PAZ-MATERNIDAD,79,Calle,de,Pedro Rico,28029,8,85,"67, 124, 132, 135, 137, N24"
JULIO PALACIOS Nº 27,79,Calle,de,Julio Palacios,28029,8,85,"67, N24"
JULIO PALACIOS Nº 10,79,Calle,de,Julio Palacios,28029,8,85,"67, N24"
GINZO DE LIMIA-MELCHOR FDEZ.ALMAGRO,79,Calle,de,Ginzo de Limia,28029,8,85,N23
MONFORTE DE LEMOS-PARQUE BOMBEROS,79,Avda,de,Monforte de Lemos,28029,8,85,"134, 137"
ARZOBISPO MORCILLO-FAC.MEDICINA,79,Calle,del,Arzobispo Morcillo,28029,8,85,"67, 132"
FERMIN CABALLERO-GINZO DE LIMIA,79,Calle,de,Fermín Caballero,28034,8,85,"67, 124, 133"
VALENCIA DE DON JUAN-ALFREDO MARQUERIE,79,Calle,de,Valencia de Don Juan,28034,8,85,"67, 133, N23"
VALENCIA DE DON JUAN-PATONES,79,Calle,de,Valencia de Don Juan,28034,8,85,"67, 133, N23"
ARZOBISPO MORCILLO-FAC.MEDICINA,79,Calle,del,Arzobispo Morcillo,28029,8,85,"67, 132"
A.LOPEZ AGUADO-ARZOBISPO MORCILLO,79,Calle,de,Antonio López Aguado,28029,8,85,"83, 132, N22"
FINISTERRE-MONFORTE DE LEMOS,79,Calle,de,Finisterre,28029,8,85,"83, 132, N22"
AVDA. MONFORTE DE LEMOS,79,Avda,de,Monforte de Lemos,28029,8,85,"134, 137"
SINESIO DELGADO-HOSPITAL CARLOS III,79,Calle,de,Sinesio Delgado,28029,8,85,147
SINESIO DELGADO-FINISTERRE,79,Calle,de,Sinesio Delgado,28029,8,85,147
ALFREDO MARQUERIE-SANGENJO,79,Calle,de,Alfredo Marquerie,28034,8,85,67
FERMIN CABALLERO Nº 14,79,Calle,de,Fermín Caballero,28034,8,85,"67, 83"
FERMIN CABALLERO-PATONES,79,Calle,de,Fermín Caballero,28034,8,85,"67, 124, 133, N23"
GINZO DE LIMIA-VALENCIA DE DON JUAN,79,Calle,de,Ginzo de Limia,28034,8,85,"49, 134"
MONFORTE DE LEMOS-PASEO CASTELLANA,79,Avda,de,Monforte de Lemos,28029,8,85,"67, 124, 134, 135, N24"
GINZO DE LIMIA-LA VAGUADA,79,Calle,de,Ginzo de Limia,28029,8,85,"49, 134, N23"
AVDA. MONFORTE DE LEMOS,79,Avda,de,Monforte de Lemos,28029,8,85,137
GINZO DE LIMIA-SANGENJO,79,Calle,de,Ginzo de Limia,28034,8,85,"49, 134, N22, N23"
VALENCIA DE DON JUAN-GINZO DE LIMIA,79,Calle,de,Valencia de Don Juan,28034,8,85,"67, 133, N23"
AV.C.HERRERA ORIA-GINZO DE LIMIA,79,Avda,del,Cardenal Herrera Oria,28034,8,85,124
ALFREDO MARQUERIE-MORALZARZAL,79,Calle,de,Alfredo Marquerie,28034,8,85,"133, N23"
SINESIO DELGADO-HOSPITAL CARLOS III,79,Calle,de,Sinesio Delgado,28029,8,85,147
SANGENJO-FERMIN CABALLERO,79,Calle,de,Sangenjo,28034,8,85,"67, 83"
ALFREDO MARQUERIE-F.CABALLERO,79,Calle,de,Alfredo Marquerie,28034,8,85,67
MORALZARZAL-ALFREDO MARQUERIE,79,Calle,de,Alfredo Marquerie,28034,8,85,124
MORALZARZAL-ALFREDO MARQUERIE,79,Calle,de,Alfredo Marquerie,28034,8,85,"124, 133, N23"
GINZO DE LIMIA-GTA.REALES ACADEMIAS,79,Calle,de,Ginzo de Limia,28029,8,85,"49, 134"
Pº CASTELLANA-ARZOBISPO MORCILLO,79,Paseo,de la,Castellana,28046,8,85,"67, 124, 134, 135"
PEDRO RICO-JULIO PALACIOS,79,Calle,de,Pedro Rico,28029,8,85,67
FINISTERRE-MONFORTE DE LEMOS,79,Calle,de,Finisterre,28029,8,85,"83, 132"
ALFREDO MARQUERÍE-FERMÍN CABALLERO,79,Calle,de,Alfredo Marquerie,28034,8,85,N22
SANTIAGO COMPOSTELA-NARCIS MONTURIOL,79,Calle,de,Santiago de Compostela,28034,8,85,"67, N22"
"ANTONIO LÓPEZ AGUADO, 16",79,Calle,de,Antonio López Aguado,28029,8,85,"83, 132"
MONFORTE DE LEMOS-PARQUE BOMBEROS,79,Avda,de,Monforte de Lemos,28029,8,85,"134, 137"
HOSPITAL RAMON Y CAJAL,79,Calle,de,San Modesto,28034,8,86,"125, 135, 165, 166"
ANTONIO ROBLES-HOSPITAL RAMON Y CAJAL,79,Calle,de,Antoniorrobles,28034,8,86,"125, 135, 165, 166"
BRAILLE-CALDAS DE ESTRACH,79,Calle,de,Braille,28034,8,86,"66, 137"
AFUERAS A VALVERDE-BELLA ALTISIDORA,79,Calle,de,Afueras a Valverde,28034,8,86,N24
SAN JUAN ORTEGA-SIERRA DE ATAPUERCA,79,Calle,de,San Juan de Ortega,28050,8,86,T61
AFUERAS A VALVERDE-SAN CUGAT DEL VALLES,79,Calle,de,Afueras a Valverde,28034,8,86,N24
Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO,79,Paseo,de,San Millán de la Cogolla,28050,8,86,"175, N24"
AV. CAMINO SANTIAGO-SIERRA ATAPUERCA,79,Avda,del,Camino de Santiago,28050,8,86,N24
ESTACION CERCANIAS DE FUENCARRAL,79,Lugar, ,Estación cercanías de fuencarral,28034,8,86,T61
CASTIELLO DE JACA-STO.DOM.DE LA CALZADA,79,Calle,de,Castiello de Jaca,28050,8,86,"176, N24"
ANASTASIA LOPEZ-BRAILLE,79,Calle,de,Anastasia López,28034,8,86,"66, 137"
SAN CUGAT DEL VALLES-BRAILLE,79,Calle,de,San Cugat del Vallés,28034,8,86,66
RONDA COMUNICACION-EDIFICIO NORTE 1,79,Ronda,de la,Comunicación,28050,8,86,"172, T61"
RONDA COMUNICACION-EDIFICIO CENTRAL,79,Ronda,de la,Comunicación,28050,8,86,"172, T61"
RONDA COMUNICACION-EDIFICIO NORTE 1,79,Ronda,de la,Comunicación,28050,8,86,"172, T61"
