OBJECTID,IDPOSTE,FECHAACTUAL,MODO,CODIGOESTACION,CODIGOPOSTE,OBSERVACIONES,IDENTIFICATIVO,CODIGOTIPOPOSTE,CODIGOEMPRESA,CODIGODARSENA,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,CODIGOMUNICIPIO,CODIGOPROVINCIA,FECHAMAQUETACIONTIRA,FECHACOLOCACIONTIRA,IDFESTACION
3433,6_3641_*,20240628,6,3641,*,,PS,6,100,,20030101,,,446186,4477411,079,28,2003/01/01 00:00:00+00,,6_3641
3434,6_3642_*,20240628,6,3642,*,,PS,6,100,,20190409,,,448842.61812,4475476.50536,079,28,2003/01/01 00:00:00+00,,6_3642
3435,6_3643_*,20240628,6,3643,*,,PS,6,100,,20030101,,,448233,4476963,079,28,2003/01/01 00:00:00+00,,6_3643
3436,6_3644_*,20240628,6,3644,*,,PS,6,100,,20030101,,,448024,4476949,079,28,2003/01/01 00:00:00+00,,6_3644
3437,6_3645_*,20240628,6,3645,*,,PS,6,100,,20030101,,,448039,4476944,079,28,2003/01/01 00:00:00+00,,6_3645
3438,6_3647_*,20240628,6,3647,*,,PS,6,100,,20030101,,,447925,4477069,079,28,2003/01/01 00:00:00+00,,6_3647
3439,6_3648_*,20240628,6,3648,*,,PS,6,100,,20110107,,,447834.665,4477290.124,079,28,2003/01/01 00:00:00+00,,6_3648
3440,6_3649_*,20240628,6,3649,*,,PS,6,100,,20030101,,,446189,4477587,079,28,2003/01/01 00:00:00+00,,6_3649
3441,6_3650_*,20240628,6,3650,*,,PS,6,100,,20150303,,,446955.567,4477831.112,079,28,2003/01/01 00:00:00+00,,6_3650
3442,6_3651_*,20240628,6,3651,*,,PS,6,100,,20030101,,,446926,4477844,079,28,2003/01/01 00:00:00+00,,6_3651
3443,6_3652_*,20240628,6,3652,*,,PS,6,100,,20030101,,,446180,4477589,079,28,2003/01/01 00:00:00+00,,6_3652
3444,6_3653_*,20240628,6,3653,*,,PS,6,100,,20190731,,,439588.03479,4472935.20041,079,28,2003/01/01 00:00:00+00,,6_3653
3445,6_3654_*,20240628,6,3654,*,,PS,6,100,,20030101,,,446598,4473542,079,28,2003/01/01 00:00:00+00,,6_3654
3446,6_3655_*,20240628,6,3655,*,,PS,6,100,,20030101,,,446599,4473497,079,28,2003/01/01 00:00:00+00,,6_3655
3447,6_3952_*,20240628,6,3952,*,,PS,6,100,,20030101,,,435566,4472994,079,28,2003/01/01 00:00:00+00,,6_3952
3448,6_3658_*,20240628,6,3658,*,,PS,6,100,,20030101,,,438018,4476636,079,28,2003/01/01 00:00:00+00,,6_3658
3449,6_3659_*,20240628,6,3659,*,,PS,6,100,,20030101,,,440019,4476605,079,28,2003/01/01 00:00:00+00,,6_3659
3450,6_3660_*,20240628,6,3660,*,,PS,6,100,,20030101,,,440292,4472284,079,28,2003/01/01 00:00:00+00,,6_3660
3451,6_3661_*,20240628,6,3661,*,,PS,6,100,,20030101,,,440324,4472268,079,28,2003/01/01 00:00:00+00,,6_3661
3452,6_3662_*,20240628,6,3662,*,,PS,6,100,,20030101,,,437904,4476437,079,28,2003/01/01 00:00:00+00,,6_3662
3453,6_3663_*,20240628,6,3663,*,,PS,6,100,,20191219,,,442353.43021,4469341.55262,079,28,2003/01/01 00:00:00+00,,6_3663
3454,6_3664_*,20240628,6,3664,*,,PS,6,100,,20191219,,,442357.4818,4469298.12305,079,28,2003/01/01 00:00:00+00,,6_3664
3455,6_3665_*,20240628,6,3665,*,,PS,6,100,,20190916,,,435335.55442,4471002.59836,079,28,2003/01/01 00:00:00+00,,6_3665
3456,6_3666_*,20240628,6,3666,*,,PS,6,100,,20190918,,,435125.73631,4470886.30771,079,28,2003/01/01 00:00:00+00,,6_3666
3457,6_3667_*,20240628,6,3667,*,,PS,6,100,,20090629,,,449260.39,4472904.45,079,28,2003/01/01 00:00:00+00,,6_3667
3458,6_3668_*,20240628,6,3668,*,,PS,6,100,,20170911,,,448614.028,4472093.992,079,28,2003/01/01 00:00:00+00,,6_3668
3459,6_3669_*,20240628,6,3669,*,,PS,6,100,,20110114,,,446251.834,4479463.777,079,28,2003/01/01 00:00:00+00,,6_3669
3460,6_3670_*,20240628,6,3670,*,,PS,6,100,,20110114,,,446235.403,4479462.764,079,28,2003/01/01 00:00:00+00,,6_3670
3461,6_3671_*,20240628,6,3671,*,,PS,6,100,,20030101,,,444328,4475936,079,28,2003/01/01 00:00:00+00,,6_3671
3462,6_3672_*,20240628,6,3672,*,,PS,6,100,,20030101,,,447394,4469870,079,28,2003/01/01 00:00:00+00,,6_3672
3463,6_3673_*,20240628,6,3673,*,,PS,6,100,,20030101,,,447251,4469731,079,28,2003/01/01 00:00:00+00,,6_3673
3464,6_3675_*,20240628,6,3675,*,,PS,6,100,,20030101,,,444765,4470366,079,28,2003/01/01 00:00:00+00,,6_3675
3465,6_3676_*,20240628,6,3676,*,,PS,6,100,,20030101,,,440533,4470520,079,28,2003/01/01 00:00:00+00,,6_3676
3466,6_3677_*,20240628,6,3677,*,,PS,6,100,,20030101,,,440531,4470524,079,28,2003/01/01 00:00:00+00,,6_3677
3467,6_3678_*,20240628,6,3678,*,,PS,6,100,,20030101,,,438059,4472950,079,28,2003/01/01 00:00:00+00,,6_3678
3468,6_3679_*,20240628,6,3679,*,,PS,6,100,,20190730,,,438075.11175,4473174.21848,079,28,2003/01/01 00:00:00+00,,6_3679
3469,6_3680_*,20240628,6,3680,*,,PS,6,100,,20030101,,,438046,4472950,079,28,2003/01/01 00:00:00+00,,6_3680
3470,6_3681_*,20240628,6,3681,*,,PS,6,100,,20030101,,,448261,4475554,079,28,2003/01/01 00:00:00+00,,6_3681
3471,6_3682_*,20240628,6,3682,*,,PS,6,100,,20030101,,,439775,4472564,079,28,2003/01/01 00:00:00+00,,6_3682
3472,6_3683_*,20240628,6,3683,*,,PS,6,100,,20030101,,,439775,4472552,079,28,2003/01/01 00:00:00+00,,6_3683
3473,6_3684_*,20240628,6,3684,*,,PS,6,100,,20030101,,,445001,4476472,079,28,2003/01/01 00:00:00+00,,6_3684
3474,6_3685_*,20240628,6,3685,*,,PS,6,100,,20030101,,,443367,4473323,079,28,2003/01/01 00:00:00+00,,6_3685
3475,6_3955_*,20240628,6,3955,*,,PS,6,100,,20030101,,,436083,4472640,079,28,2003/01/01 00:00:00+00,,6_3955
3476,6_3687_*,20240628,6,3687,*,,PS,6,100,,20030101,,,433535.87421,4478396.27666,079,28,2003/01/01 00:00:00+00,,6_3687
3477,6_3688_*,20240628,6,3688,*,,PS,6,100,,20030101,,,442477,4472140,079,28,2003/01/01 00:00:00+00,,6_3688
3478,6_3689_*,20240628,6,3689,*,,PS,6,100,,20181023,,,433845.54265,4478857.82103,079,28,2003/01/01 00:00:00+00,,6_3689
3479,6_3690_*,20240628,6,3690,*,,PS,6,100,,20181023,,,433620.22822,4478858.9428,079,28,2003/01/01 00:00:00+00,,6_3690
3480,6_3691_*,20240628,6,3691,*,,PS,6,100,,20030101,,,442741,4479162,079,28,2003/01/01 00:00:00+00,,6_3691
3481,6_3692_*,20240628,6,3692,*,,PS,6,100,,20181023,,,433528.46432,4478785.37977,079,28,2003/01/01 00:00:00+00,,6_3692
3482,6_3693_*,20240628,6,3693,*,,PS,6,100,,20181023,,,433532.05128,4478593.23099,079,28,2003/01/01 00:00:00+00,,6_3693
3483,6_3694_*,20240628,6,3694,*,,PS,6,100,,20181023,,,433537.32529,4478618.34739,079,28,2003/01/01 00:00:00+00,,6_3694
3484,6_3696_*,20240628,6,3696,*,,PS,6,100,,20030101,,,448341,4473394,079,28,2003/01/01 00:00:00+00,,6_3696
3485,6_3697_*,20240628,6,3697,*,,PS,6,100,,20030101,,,448404,4473235,079,28,2003/01/01 00:00:00+00,,6_3697
3486,6_3699_*,20240628,6,3699,*,,PS,6,100,,20120203,,,449092.958,4473065.671,079,28,2003/01/01 00:00:00+00,,6_3699
3487,6_3700_*,20240628,6,3700,*,,PS,6,100,,20120203,,,448967.784,4473131.874,079,28,2003/01/01 00:00:00+00,,6_3700
3488,6_3702_*,20240628,6,3702,*,,PS,6,100,,20120203,,,448970.216,4473119.588,079,28,2003/01/01 00:00:00+00,,6_3702
3489,6_3703_*,20240628,6,3703,*,,PS,6,100,,20120203,,,449098.441,4473054.786,079,28,2003/01/01 00:00:00+00,,6_3703
3490,6_3704_*,20240628,6,3704,*,,PS,6,100,,20170911,,,448990,4472976,079,28,2003/01/01 00:00:00+00,,6_3704
3491,6_3705_*,20240628,6,3705,*,,PS,6,100,,20030101,,,439348,4469988,079,28,2003/01/01 00:00:00+00,,6_3705
3492,6_3706_*,20240628,6,3706,*,,PS,6,100,,20030101,,,439349,4470090,079,28,2003/01/01 00:00:00+00,,6_3706
3493,6_3707_*,20240628,6,3707,*,,PS,6,100,,20030101,,,439491,4470192,079,28,2003/01/01 00:00:00+00,,6_3707
3494,6_3708_*,20240628,6,3708,*,,PS,6,100,,20181018,,,449189.19258,4473149.5517,079,28,2003/01/01 00:00:00+00,,6_3708
3495,6_3709_*,20240628,6,3709,*,,PS,6,100,,20181018,,,449197.67808,4473169.25923,079,28,2003/01/01 00:00:00+00,,6_3709
3496,6_3710_*,20240628,6,3710,*,,PS,6,100,,20181018,,,448832.74333,4473367.78485,079,28,2003/01/01 00:00:00+00,,6_3710
3497,6_3711_*,20240628,6,3711,*,,PS,6,100,,20181018,,,448615.02707,4473486.68961,079,28,2003/01/01 00:00:00+00,,6_3711
3498,6_3712_*,20240628,6,3712,*,,PS,6,100,,20210311,,,448427.83897,4473036.1861,079,28,2003/01/01 00:00:00+00,,6_3712
3499,6_3713_*,20240628,6,3713,*,,PS,6,100,,20030101,,,448282,4473071,079,28,2003/01/01 00:00:00+00,,6_3713
3500,6_3714_*,20240628,6,3714,*,,PS,6,100,,20030101,,,448080,4473264,079,28,2003/01/01 00:00:00+00,,6_3714
3501,6_3715_*,20240628,6,3715,*,,PS,6,100,,20030101,,,448315,4474277,079,28,2003/01/01 00:00:00+00,,6_3715
3502,6_3716_*,20240628,6,3716,*,,PS,6,100,,20090122,,,448305.06,4474271.661,079,28,2003/01/01 00:00:00+00,,6_3716
3503,6_3718_*,20240628,6,3718,*,,PS,6,100,,20150213,,,448258.49,4474948.199,079,28,2003/01/01 00:00:00+00,,6_3718
3504,6_3719_*,20240628,6,3719,*,,PS,6,100,,20030101,,,440899,4476849,079,28,2003/01/01 00:00:00+00,,6_3719
3505,6_3721_*,20240628,6,3721,*,,PS,6,100,,20101011,,,440424.815,4478716.169,079,28,2003/01/01 00:00:00+00,,6_3721
3506,6_3722_*,20240628,6,3722,*,,PS,6,100,,20030101,,,443922,4470018,079,28,2003/01/01 00:00:00+00,,6_3722
3507,6_3723_*,20240628,6,3723,*,,PS,6,100,,20180913,,,441264.481,4467138.829,079,28,2003/01/01 00:00:00+00,,6_3723
3508,6_3724_*,20240628,6,3724,*,,PS,6,100,,20150320,,,439119.916,4479828.318,079,28,2003/01/01 00:00:00+00,,6_3724
3509,6_3725_*,20240628,6,3725,*,,PS,6,100,,20150313,,,441275.036,4481412.74,079,28,2003/01/01 00:00:00+00,,6_3725
3510,6_3949_*,20240628,6,3949,*,,PS,6,100,,20100826,,,435565.218,4473038,079,28,2003/01/01 00:00:00+00,,6_3949
3511,6_3727_*,20240628,6,3727,*,,PS,6,100,,20030101,,,447501,4469618,079,28,2003/01/01 00:00:00+00,,6_3727
3512,6_3728_*,20240628,6,3728,*,,PS,6,100,,20030101,,,447618,4469337,079,28,2003/01/01 00:00:00+00,,6_3728
3513,6_5214_*,20240628,6,5214,*,,PS,6,100,,20140211,,,447666.523,4472736.471,079,28,2005/01/01 00:00:00+00,,6_5214
3514,6_5000_*,20240628,6,5000,*,,PS,6,100,,20030409,,,441053,4472911,079,28,2003/03/08 00:00:00+00,,6_5000
3515,6_5001_*,20240628,6,5001,*,,PS,6,100,,20030409,,,441030,4472659,079,28,2003/03/08 00:00:00+00,,6_5001
3516,6_5002_*,20240628,6,5002,*,,PS,6,100,,20140530,,,440995.916,4472314.194,079,28,2003/03/08 00:00:00+00,,6_5002
3517,6_5003_*,20240628,6,5003,*,,PS,6,100,,20140213,,,441099.826,4472028.659,079,28,2003/03/08 00:00:00+00,,6_5003
3518,6_5004_*,20240628,6,5004,*,,PS,6,100,,20030409,,,441070,4473090,079,28,2003/03/08 00:00:00+00,,6_5004
3519,6_5005_*,20240628,6,5005,*,,PS,6,100,,20150303,,,447030.611,4478185.887,079,28,2003/04/09 00:00:00+00,,6_5005
3520,6_5007_*,20240628,6,5007,*,,PS,6,100,,20140401,,,446863.43,4473004.558,079,28,2003/06/28 00:00:00+00,,6_5007
3521,6_5008_*,20240628,6,5008,*,,PS,6,100,,20030410,,,446750,4472687,079,28,2003/06/28 00:00:00+00,,6_5008
3522,6_5009_*,20240628,6,5009,*,,PS,6,100,,20090421,,,446780.21,4472744.021,079,28,2003/06/28 00:00:00+00,,6_5009
3523,6_5010_*,20240628,6,5010,*,,PS,6,100,,20030410,,,436253,4472596,079,28,2003/06/28 00:00:00+00,,6_5010
3524,6_5011_*,20240628,6,5011,*,,PS,6,100,,20030410,,,436302,4472596,079,28,2003/06/28 00:00:00+00,,6_5011
3525,6_5013_*,20240628,6,5013,*,,PS,6,100,,20190507,,,440961.19121,4472981.75055,079,28,2003/03/08 00:00:00+00,,6_5013
3526,6_5014_*,20240628,6,5014,*,,PS,6,100,,20030411,,,440961,4472300,079,28,2003/03/08 00:00:00+00,,6_5014
3527,6_5015_*,20240628,6,5015,*,,PS,6,100,,20100907,,,448139.046,4478269.474,079,28,1999/10/01 00:00:00+00,,6_5015
3528,6_5016_*,20240628,6,5016,*,,PS,6,100,,20030414,,,446729,4479544,079,28,1999/01/01 00:00:00+00,,6_5016
3529,6_5017_*,20240628,6,5017,*,,PS,6,100,,20030414,,,446726,4479530,079,28,1999/01/01 00:00:00+00,,6_5017
3530,6_5018_*,20240628,6,5018,*,,PS,6,100,,20030415,,,438156,4473285,079,28,2002/12/01 00:00:00+00,,6_5018
3531,6_5022_*,20240628,6,5022,*,,PS,6,100,,20111128,,,442007.689,4482490.743,079,28,2003/01/01 00:00:00+00,,6_5022
3532,6_5023_*,20240628,6,5023,*,,PS,6,100,,20150318,,,439147.908,4479837.084,079,28,2003/01/01 00:00:00+00,,6_5023
3533,6_5024_*,20240628,6,5024,*,,PS,6,100,,20030415,,,447107,4474531,079,28,2003/01/01 00:00:00+00,,6_5024
3534,6_5025_*,20240628,6,5025,*,,PS,6,100,,20030415,,,447227,4474430,079,28,2003/03/25 00:00:00+00,,6_5025
3535,6_5026_*,20240628,6,5026,*,,PS,6,100,,20110111,,,440377.156,4481603.697,079,28,2002/11/22 00:00:00+00,,6_5026
3536,6_5027_*,20240628,6,5027,*,,PS,6,100,,20110110,,,440367.389,4481585.708,079,28,2002/11/22 00:00:00+00,,6_5027
3537,6_5029_*,20240628,6,5029,*,,PS,6,100,,20030422,,,447005,4480164,079,28,2002/12/18 00:00:00+00,,6_5029
3538,6_5030_*,20240628,6,5030,*,,PS,6,100,,20030422,,,446031,4480185,079,28,2002/12/31 00:00:00+00,,6_5030
3539,6_5031_*,20240628,6,5031,*,,PS,6,100,,20181219,,,443228.3014,4470498.9101,079,28,2002/12/31 00:00:00+00,,6_5031
3540,6_5032_*,20240628,6,5032,*,,PS,6,100,,20030424,,,442779,4475281,079,28,2002/09/14 00:00:00+00,,6_5032
3541,6_5034_*,20240628,6,5034,*,,PS,6,100,,20030425,,,446681,4473697,079,28,2003/02/03 00:00:00+00,,6_5034
3542,6_5035_*,20240628,6,5035,*,,PS,6,100,,20030425,,,446666,4473701,079,28,2003/02/03 00:00:00+00,,6_5035
3543,6_5037_*,20240628,6,5037,*,,PS,6,100,,20220624,,,442744.89916,4475266.39859,079,28,1998/01/12 00:00:00+00,,6_5037
3544,6_5041_*,20240628,6,5041,*,,PS,6,100,,20030505,,,450546,4478260,079,28,2003/05/05 00:00:00+00,,6_5041
3545,6_5042_*,20240628,6,5042,*,,PS,6,100,,20030507,,,441642,4479810,079,28,2002/12/31 00:00:00+00,,6_5042
3546,6_5043_*,20240628,6,5043,*,,PS,6,100,,20030507,,,441680,4479823,079,28,2002/12/31 00:00:00+00,,6_5043
3547,6_5044_*,20240628,6,5044,*,,PS,6,100,,20030507,,,441407,4477141,079,28,1999/12/31 00:00:00+00,,6_5044
3548,6_5045_*,20240628,6,5045,*,,PS,6,100,,20030507,,,441406,4477105,079,28,1999/12/31 00:00:00+00,,6_5045
3549,6_5048_*,20240628,6,5048,*,,PS,6,100,,20180627,,,441472,4476847,079,28,1999/12/31 00:00:00+00,,6_5048
3550,6_5049_*,20240628,6,5049,*,,PS,6,100,,20030508,,,441290,4474705,079,28,1999/12/31 00:00:00+00,,6_5049
3551,6_5050_E,20240628,6,5050,E,,PS,6,100,,20100901,,,443346.1,4475741.347,079,28,1999/12/31 00:00:00+00,,6_5050
3552,6_3408_*,20240628,6,3408,*,,PS,6,100,,20090720,,,439343.254,4482243.569,079,28,2003/01/01 00:00:00+00,,6_3408
3553,6_3409_*,20240628,6,3409,*,,PS,6,100,,20150305,,,439389.504,4482326.026,079,28,2003/01/01 00:00:00+00,,6_3409
3554,6_3410_*,20240628,6,3410,*,,PS,6,100,,20231211,,,440827.59728,4481956.24706,079,28,2003/01/01 00:00:00+00,,6_3410
3555,6_3411_*,20240628,6,3411,*,,PS,6,100,,20030101,,,439381,4481533,079,28,2003/01/01 00:00:00+00,,6_3411
3556,6_3412_*,20240628,6,3412,*,,PS,6,100,,20101021,,,439127.16,4481388.62,079,28,2003/01/01 00:00:00+00,,6_3412
3557,6_3413_*,20240628,6,3413,*,,PS,6,100,,20170522,,,437914,4481901,079,28,2003/01/01 00:00:00+00,,6_3413
3558,6_3414_*,20240628,6,3414,*,,PS,6,100,,20170522,,,438155,4481592,079,28,2003/01/01 00:00:00+00,,6_3414
3559,6_3415_*,20240628,6,3415,*,,PS,6,100,,20170522,,,438258,4481840,079,28,2003/01/01 00:00:00+00,,6_3415
3560,6_3416_*,20240628,6,3416,*,,PS,6,100,,20030101,,,438147,4481594,079,28,2003/01/01 00:00:00+00,,6_3416
3561,6_3417_*,20240628,6,3417,*,,PS,6,100,,20150303,,,440974.345,4480872.997,079,28,2003/01/01 00:00:00+00,,6_3417
3562,6_3418_*,20240628,6,3418,*,,PS,6,100,,20030101,,,440383,4480686,079,28,2003/01/01 00:00:00+00,,6_3418
3563,6_3419_*,20240628,6,3419,*,,PS,6,100,,20150320,,,440077.208,4480651.446,079,28,2003/01/01 00:00:00+00,,6_3419
3564,6_3420_*,20240628,6,3420,*,,PS,6,100,,20150320,,,439844.801,4480625.414,079,28,2003/01/01 00:00:00+00,,6_3420
3565,6_3421_*,20240628,6,3421,*,,PS,6,100,,20150320,,,439885.597,4480651.915,079,28,2003/01/01 00:00:00+00,,6_3421
3566,6_3422_*,20240628,6,3422,*,,PS,6,100,,20150320,,,440088.899,4480647.477,079,28,2003/01/01 00:00:00+00,,6_3422
3567,6_3423_*,20240628,6,3423,*,,PS,6,100,,20150320,,,440367.045,4480678.987,079,28,2003/01/01 00:00:00+00,,6_3423
3568,6_3424_*,20240628,6,3424,*,,PS,6,100,,20180730,,,438842,4480706,079,28,2003/01/01 00:00:00+00,,6_3424
3569,6_3427_*,20240628,6,3427,*,,PS,6,100,,20180730,,,438429,4480690,079,28,2003/01/01 00:00:00+00,,6_3427
3570,6_3428_*,20240628,6,3428,*,,PS,6,100,,20180730,,,438694,4480790,079,28,2003/01/01 00:00:00+00,,6_3428
3571,6_3429_*,20240628,6,3429,*,,PS,6,100,,20180730,,,438850,4480695,079,28,2003/01/01 00:00:00+00,,6_3429
3572,6_3431_*,20240628,6,3431,*,,PS,6,100,,20180730,,,438887,4480710,079,28,2003/01/01 00:00:00+00,,6_3431
3573,6_3432_*,20240628,6,3432,*,,PS,6,100,,20180730,,,438932,4480831,079,28,2003/01/01 00:00:00+00,,6_3432
3574,6_3436_*,20240628,6,3436,*,,PS,6,100,,20240118,,,439085.40095,4479566.72819,079,28,2003/01/01 00:00:00+00,,6_3436
3575,6_3437_*,20240628,6,3437,*,,PS,6,100,,20101004,,,439052.394,4479626.842,079,28,2003/01/01 00:00:00+00,,6_3437
3576,6_3438_*,20240628,6,3438,*,,PS,6,100,,20030101,,,441443,4477725,079,28,2003/01/01 00:00:00+00,,6_3438
3577,6_3439_*,20240628,6,3439,*,,PS,6,100,,20030101,,,441179,4478860,079,28,2003/01/01 00:00:00+00,,6_3439
3578,6_3440_*,20240628,6,3440,*,,PS,6,100,,20110711,,,441173.695,4478849.695,079,28,2003/01/01 00:00:00+00,,6_3440
3579,6_3441_*,20240628,6,3441,*,,PS,6,100,,20030101,,,440900,4478891,079,28,2003/01/01 00:00:00+00,,6_3441
3580,6_3442_*,20240628,6,3442,*,,PS,6,100,,20150318,,,439404.856,4480003.418,079,28,2003/01/01 00:00:00+00,,6_3442
3581,6_3443_*,20240628,6,3443,*,,PS,6,100,,20150318,,,439401.943,4479980.468,079,28,2003/01/01 00:00:00+00,,6_3443
3582,6_3444_*,20240628,6,3444,*,,PS,6,100,,20030101,,,439717,4478485,079,28,2003/01/01 00:00:00+00,,6_3444
3583,6_3445_*,20240628,6,3445,*,,PS,6,100,,20180627,,,441731.875,4483457.974,079,28,2003/01/01 00:00:00+00,,6_3445
3584,6_3447_*,20240628,6,3447,*,,PS,6,100,,20030101,,,441602,4483761,079,28,2003/01/01 00:00:00+00,,6_3447
3585,6_3448_*,20240628,6,3448,*,,PS,6,100,,20101022,,,441396.674,4483747.341,079,28,2003/01/01 00:00:00+00,,6_3448
3586,6_3449_*,20240628,6,3449,*,,PS,6,100,,20090828,,,441394.318,4483376.145,079,28,2003/01/01 00:00:00+00,,6_3449
3587,6_3450_*,20240628,6,3450,*,,PS,6,100,,20180627,,,441367,4483233,079,28,2003/01/01 00:00:00+00,,6_3450
3588,6_3451_*,20240628,6,3451,*,,PS,6,100,,20090828,,,441116.922,4483215.95,079,28,2003/01/01 00:00:00+00,,6_3451
3589,6_3452_*,20240628,6,3452,*,,PS,6,100,,20090828,,,441117.511,4483331.384,079,28,2003/01/01 00:00:00+00,,6_3452
3590,6_3453_*,20240628,6,3453,*,,PS,6,100,,20101022,,,441355.353,4483219.498,079,28,2003/01/01 00:00:00+00,,6_3453
3591,6_3454_*,20240628,6,3454,*,,PS,6,100,,20090828,,,441404.919,4483374.378,079,28,2003/01/01 00:00:00+00,,6_3454
3592,6_3455_*,20240628,6,3455,*,,PS,6,100,,20101022,,,441416.95,4483745.227,079,28,2003/01/01 00:00:00+00,,6_3455
3593,6_3456_*,20240628,6,3456,*,,PS,6,100,,20030101,,,441594,4483744,079,28,2003/01/01 00:00:00+00,,6_3456
3594,6_3457_*,20240628,6,3457,*,,PS,6,100,,20030101,,,441636,4483526,079,28,2003/01/01 00:00:00+00,,6_3457
3595,6_3458_*,20240628,6,3458,*,,PS,6,100,,20090223,,,432294.297,4480351.068,079,28,2003/01/01 00:00:00+00,,6_3458
3596,6_3459_*,20240628,6,3459,*,,PS,6,100,,20180627,,,441917,4483498,079,28,2003/01/01 00:00:00+00,,6_3459
3597,6_3460_*,20240628,6,3460,*,,PS,6,100,,20071022,,,450451.211,4480605.002,079,28,2003/01/01 00:00:00+00,,6_3460
3598,6_3461_*,20240628,6,3461,*,,PS,6,100,,20150305,,,450446.446,4480520.89,079,28,2003/01/01 00:00:00+00,,6_3461
3599,6_3462_*,20240628,6,3462,*,,PS,6,100,,20101021,,,439382.409,4481005.194,079,28,2003/01/01 00:00:00+00,,6_3462
3600,6_3463_*,20240628,6,3463,*,,PS,6,100,,20150317,,,438862.43,4482216.617,079,28,2003/01/01 00:00:00+00,,6_3463
3601,6_3464_*,20240628,6,3464,*,,PS,6,100,,20090720,,,438915.955,4482255.682,079,28,2003/01/01 00:00:00+00,,6_3464
3602,6_3465_*,20240628,6,3465,*,,PS,6,100,,20120312,,,436915.502,4479164.306,079,28,2003/01/01 00:00:00+00,,6_3465
3603,6_3466_*,20240628,6,3466,*,,PS,6,100,,20150318,,,439175.479,4479908.518,079,28,2003/01/01 00:00:00+00,,6_3466
3604,6_3467_*,20240628,6,3467,*,,PS,6,100,,20030101,,,438109,4473377,079,28,2003/01/01 00:00:00+00,,6_3467
3605,6_3469_*,20240628,6,3469,*,,PS,6,100,,20030101,,,442059,4481957,079,28,2003/01/01 00:00:00+00,,6_3469
3606,6_3470_*,20240628,6,3470,*,,PS,6,100,,20110613,,,442272.871,4472208.849,079,28,2003/01/01 00:00:00+00,,6_3470
3607,6_3471_*,20240628,6,3471,*,,PS,6,100,,20030101,,,439236,4477828,079,28,2003/01/01 00:00:00+00,,6_3471
3608,6_3472_*,20240628,6,3472,*,,PS,6,100,,20180730,,,440000.812,4483070.706,079,28,2003/01/01 00:00:00+00,,6_3472
3609,6_3475_*,20240628,6,3475,*,,PS,6,100,,20140602,,,440195.972,4483495.313,079,28,2003/01/01 00:00:00+00,,6_3475
3610,6_3476_*,20240628,6,3476,*,,PS,6,100,,20140603,,,440175.919,4483518.818,079,28,2003/01/01 00:00:00+00,,6_3476
3611,6_3479_*,20240628,6,3479,*,,PS,6,100,,20150223,,,439584.659,4482539.387,079,28,2003/01/01 00:00:00+00,,6_3479
3612,6_3480_*,20240628,6,3480,*,,PS,6,100,,20030101,,,438749,4479806,079,28,2003/01/01 00:00:00+00,,6_3480
3613,6_3481_*,20240628,6,3481,*,,PS,6,100,,20110111,,,440486.409,4481440.338,079,28,2003/01/01 00:00:00+00,,6_3481
3614,6_3482_*,20240628,6,3482,*,,PS,6,100,,20110111,,,440501.557,4481426.039,079,28,2003/01/01 00:00:00+00,,6_3482
3615,6_3483_*,20240628,6,3483,*,,PS,6,100,,20090724,,,439699.187,4483035.251,079,28,2003/01/01 00:00:00+00,,6_3483
3616,6_3484_*,20240628,6,3484,*,,PS,6,100,,20100423,,,441771.099,4479939.386,079,28,2003/01/01 00:00:00+00,,6_3484
3617,6_3486_*,20240628,6,3486,*,,PS,6,100,,20090223,,,432134.329,4480291.205,079,28,2003/01/01 00:00:00+00,,6_3486
3618,6_3487_*,20240628,6,3487,*,,PS,6,100,,20090223,,,432145.74,4480292.56,079,28,2003/01/01 00:00:00+00,,6_3487
3619,6_3489_*,20240628,6,3489,*,,PS,6,100,,20150708,,,434919.645,4480482.933,079,28,2003/01/01 00:00:00+00,,6_3489
3620,6_3490_*,20240628,6,3490,*,,PS,6,100,,20150708,,,434917.654,4480478.637,079,28,2003/01/01 00:00:00+00,,6_3490
3621,6_3491_*,20240628,6,3491,*,,PS,6,100,,20181023,,,433533.91721,4478126.2909,079,28,2003/01/01 00:00:00+00,,6_3491
3622,6_3492_*,20240628,6,3492,*,,PS,6,100,,20181023,,,433778.78364,4478207.65411,079,28,2003/01/01 00:00:00+00,,6_3492
3623,6_3493_*,20240628,6,3493,*,,PS,6,100,,20150708,,,434782.131,4480641.975,079,28,2003/01/01 00:00:00+00,,6_3493
3624,6_3494_*,20240628,6,3494,*,,PS,6,100,,20150708,,,434772.675,4480648.999,079,28,2003/01/01 00:00:00+00,,6_3494
3625,6_3495_*,20240628,6,3495,*,,PS,6,100,,20140401,,,447691.13,4473160.594,079,28,2003/01/01 00:00:00+00,,6_3495
3626,6_3496_*,20240628,6,3496,*,,PS,6,100,,20030101,,,447648,4473187,079,28,2003/01/01 00:00:00+00,,6_3496
3627,6_3497_*,20240628,6,3497,*,,PS,6,100,,20030101,,,438117,4470823,079,28,2003/01/01 00:00:00+00,,6_3497
3628,6_3498_*,20240628,6,3498,*,,PS,6,100,,20120201,,,444778.93,4470259.662,079,28,2003/01/01 00:00:00+00,,6_3498
