banos,cod_barrio,cod_barrio_group,cod_distrito,codigo_postal,comercio_serviciosminoristas,cultura_entretenimiento,dormitorios,hog_con_10,lineas_metro,m2_constr,num_personas,renta_bruta_media_por_persona,salud_bienestar_educacion,servicios_profesionales,target,target_log,tipo_inmueble
1.0,27,0,4,17,423.0,173.0,2.0,123.0,1.0,58.0,43162.0,13354.0,90.0,189.0,124600.0,11.732863885335489,0
1.0,25,0,4,46,423.0,173.0,3.0,123.0,1.0,90.0,45104.0,13354.0,90.0,189.0,205000.0,12.230765258120545,3
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,115.0,20969.0,38751.0,928.0,2315.0,1620000.0,14.297936707208567,0
2.0,55,0,8,20,139.0,54.0,3.0,78.0,1.0,129.0,21316.0,13604.0,45.0,79.0,0.0,-inf,0
2.0,91,4,15,0,2470.0,917.0,4.0,11.0,6.0,228.0,15444.0,38751.0,928.0,2315.0,3950000.0,15.189226136877306,2
1.0,61,1,10,30,180.0,92.0,2.0,23.0,1.0,57.0,35519.0,18214.0,72.0,52.0,140000.0,11.849397701591442,0
4.0,92,4,15,0,2470.0,917.0,4.0,11.0,6.0,244.0,29477.0,38751.0,928.0,2315.0,1740000.0,14.369395671190713,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,71.0,8164.0,27030.0,137.0,582.0,1049000.0,13.863347887378435,0
2.0,7,3,0,12,1208.0,259.0,9.0,43.0,7.0,278.0,23501.0,27030.0,137.0,582.0,1823000.0,14.4159940536608,4
1.0,32,1,5,28,752.0,321.0,3.0,19.0,9.0,60.0,26120.0,20091.0,237.0,309.0,159900.0,11.982303898822046,0
1.0,53,0,8,20,139.0,54.0,1.0,78.0,1.0,56.0,47817.0,13604.0,45.0,79.0,175000.0,12.072541252905651,0
3.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,95.0,16919.0,38751.0,928.0,2315.0,1149000.0,13.954402556830894,0
2.0,41,2,6,25,1211.0,556.0,2.0,62.0,5.0,80.0,18327.0,22440.0,459.0,1049.0,550000.0,13.217673557208654,0
2.0,79,2,11,4,1151.0,454.0,2.0,17.0,4.0,222.0,36069.0,27431.0,494.0,969.0,949000.0,13.763164077592066,0
1.0,11,0,2,23,1332.0,455.0,2.0,139.0,3.0,71.0,47727.0,15239.0,298.0,854.0,240000.0,12.388394202324127,0
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,98.0,20969.0,38751.0,928.0,2315.0,1179000.0,13.980177179519508,0
3.0,97,4,16,1,693.0,220.0,4.0,32.0,7.0,200.0,17274.0,42678.0,228.0,505.0,1860000.0,14.436087045689384,2
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,175.0,29477.0,38751.0,928.0,2315.0,990000.0,13.805460222110773,0
4.0,101,4,16,15,693.0,220.0,4.0,32.0,7.0,305.0,24466.0,42678.0,228.0,505.0,2490000.0,14.72779326844089,0
2.0,108,1,17,36,1337.0,538.0,2.0,70.0,6.0,87.0,25694.0,22890.0,375.0,1502.0,275000.0,12.524526376648708,0
1.0,115,4,19,45,197.0,99.0,2.0,53.0,3.0,60.0,3421.0,28798.0,148.0,121.0,250000.0,12.429216196844385,0
1.0,110,3,18,14,1930.0,905.0,2.0,21.0,9.0,43.0,24190.0,36934.0,1039.0,1910.0,0.0,-inf,0
4.0,95,4,15,5,2470.0,917.0,3.0,11.0,6.0,315.0,20969.0,38751.0,928.0,2315.0,2460000.0,14.715671907908545,0
1.0,19,0,3,24,1495.0,491.0,1.0,77.0,2.0,56.0,22834.0,13481.0,267.0,689.0,140000.0,11.849397701591442,0
2.0,55,0,8,20,139.0,54.0,3.0,78.0,1.0,93.0,21316.0,13604.0,45.0,79.0,0.0,-inf,0
2.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,78.0,29477.0,38751.0,928.0,2315.0,790000.0,13.579788224443204,2
1.0,38,1,6,16,1211.0,556.0,2.0,62.0,5.0,99.0,62840.0,22440.0,459.0,1049.0,460000.0,13.038981768465277,0
1.0,30,4,0,3,1208.0,259.0,1.0,43.0,7.0,35.0,18219.0,27030.0,137.0,582.0,0.0,-inf,0
2.0,43,3,6,25,1211.0,556.0,1.0,62.0,5.0,47.0,6569.0,22440.0,459.0,1049.0,310000.0,12.644327576461329,1
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,81.0,66588.0,17267.0,366.0,628.0,197000.0,12.190959007720126,0
2.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,173.0,10816.0,27030.0,137.0,582.0,0.0,-inf,2
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,87.0,16919.0,38751.0,928.0,2315.0,879000.0,13.686540176667314,0
1.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,41.0,23501.0,27030.0,137.0,582.0,205000.0,12.230765258120545,0
2.0,125,2,20,36,532.0,207.0,2.0,26.0,6.0,90.0,30484.0,36592.0,235.0,347.0,580000.0,13.270783382522602,0
1.0,124,4,20,37,532.0,207.0,1.0,26.0,6.0,99.0,16364.0,36592.0,235.0,347.0,750000.0,13.527828485512494,2
1.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,84.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,0
3.0,13,0,2,23,1332.0,455.0,5.0,139.0,3.0,265.0,49151.0,15239.0,298.0,854.0,0.0,-inf,0
2.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,93.0,46204.0,27030.0,137.0,582.0,325000.0,12.691580461311874,0
2.0,115,4,19,45,197.0,99.0,2.0,53.0,3.0,238.0,3421.0,28798.0,148.0,121.0,1100000.0,13.9108207377686,0
5.0,48,4,7,47,1114.0,486.0,4.0,38.0,2.0,339.0,15041.0,29047.0,596.0,1135.0,1795000.0,14.400515579904516,2
1.0,11,0,2,23,1332.0,455.0,3.0,139.0,3.0,76.0,47727.0,15239.0,298.0,854.0,0.0,-inf,0
1.0,20,0,3,24,1495.0,491.0,3.0,77.0,2.0,82.0,26579.0,13481.0,267.0,689.0,0.0,-inf,0
1.0,52,4,7,47,1114.0,486.0,1.0,38.0,2.0,60.0,69176.0,29047.0,596.0,1135.0,370000.0,12.821258284620406,0
2.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,141.0,32783.0,27030.0,137.0,582.0,898000.0,13.707925347284336,0
2.0,88,4,14,8,408.0,164.0,2.0,10.0,4.0,126.0,21492.0,33396.0,169.0,349.0,1679000.0,14.333708936059677,2
2.0,32,1,5,28,752.0,321.0,3.0,19.0,9.0,94.0,26120.0,20091.0,237.0,309.0,330000.0,12.706847933442663,0
5.0,104,3,17,19,1337.0,538.0,4.0,70.0,6.0,174.0,34753.0,22890.0,375.0,1502.0,1950000.0,14.48333993053993,2
2.0,71,1,12,34,1504.0,552.0,4.0,44.0,3.0,139.0,29067.0,19768.0,381.0,828.0,395000.0,12.886641043883259,3
2.0,14,0,2,38,1332.0,455.0,3.0,139.0,3.0,110.0,31691.0,15239.0,298.0,854.0,0.0,-inf,0
5.0,109,3,18,14,1930.0,905.0,4.0,21.0,9.0,298.0,22959.0,36934.0,1039.0,1910.0,2995000.0,14.912454789531687,0
1.0,14,0,2,38,1332.0,455.0,2.0,139.0,3.0,42.0,31691.0,15239.0,298.0,854.0,155000.0,11.951180395901384,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,133.0,23501.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,26,0,4,17,423.0,173.0,2.0,123.0,1.0,57.0,40477.0,13354.0,90.0,189.0,156490.0,11.960747389157216,0
2.0,70,2,12,34,1504.0,552.0,2.0,44.0,3.0,98.0,17399.0,19768.0,381.0,828.0,388500.0,12.87004844878984,0
1.0,12,0,2,23,1332.0,455.0,3.0,139.0,3.0,65.0,36798.0,15239.0,298.0,854.0,167000.0,12.025749091398893,1
1.0,28,0,4,17,423.0,173.0,3.0,123.0,1.0,63.0,28741.0,13354.0,90.0,189.0,170000.0,12.043553716032399,0
2.0,114,4,18,2,1930.0,905.0,3.0,21.0,9.0,120.0,19853.0,36934.0,1039.0,1910.0,780000.0,13.567049198665774,0
1.0,38,1,6,16,1211.0,556.0,3.0,62.0,5.0,75.0,62840.0,22440.0,459.0,1049.0,310000.0,12.644327576461329,0
2.0,112,4,18,9,1930.0,905.0,2.0,21.0,9.0,75.0,19418.0,36934.0,1039.0,1910.0,500000.0,13.12236337740433,0
2.0,106,2,17,27,1337.0,538.0,2.0,70.0,6.0,63.0,23057.0,22890.0,375.0,1502.0,0.0,-inf,0
2.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,139.0,8164.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,36,3,0,14,1208.0,259.0,1.0,43.0,7.0,41.0,32783.0,27030.0,137.0,582.0,270000.0,12.506177237980511,0
3.0,30,4,0,3,1208.0,259.0,3.0,43.0,7.0,112.0,18219.0,27030.0,137.0,582.0,0.0,-inf,0
3.0,112,4,18,9,1930.0,905.0,3.0,21.0,9.0,216.0,19418.0,36934.0,1039.0,1910.0,2900000.0,14.880221294956703,0
3.0,103,2,17,36,1337.0,538.0,3.0,70.0,6.0,70.0,29355.0,22890.0,375.0,1502.0,535000.0,13.190022025878143,0
1.0,23,4,0,13,1208.0,259.0,4.0,43.0,7.0,118.0,10816.0,27030.0,137.0,582.0,569000.0,13.251635713108469,0
1.0,50,2,7,31,1114.0,486.0,3.0,38.0,2.0,69.0,52031.0,29047.0,596.0,1135.0,0.0,-inf,0
5.0,44,4,6,25,1211.0,556.0,5.0,62.0,5.0,383.0,1622.0,22440.0,459.0,1049.0,0.0,-inf,2
1.0,15,2,0,11,1208.0,259.0,2.0,43.0,7.0,70.0,46204.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,57,0,8,20,139.0,54.0,3.0,78.0,1.0,65.0,34827.0,13604.0,45.0,79.0,169000.0,12.037653993905211,0
1.0,34,1,5,28,752.0,321.0,3.0,19.0,9.0,74.0,17333.0,20091.0,237.0,309.0,170000.0,12.043553716032399,0
2.0,88,4,14,8,408.0,164.0,2.0,10.0,4.0,111.0,21492.0,33396.0,169.0,349.0,0.0,-inf,0
3.0,40,3,6,25,1211.0,556.0,5.0,62.0,5.0,193.0,20941.0,22440.0,459.0,1049.0,0.0,-inf,0
1.0,46,3,0,13,1208.0,259.0,2.0,43.0,7.0,47.0,8164.0,27030.0,137.0,582.0,163000.0,12.0015054797889,0
3.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,100.0,32783.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,96,4,15,5,2470.0,917.0,1.0,11.0,6.0,61.0,16919.0,38751.0,928.0,2315.0,0.0,-inf,0
2.0,30,4,0,3,1208.0,259.0,2.0,43.0,7.0,74.0,18219.0,27030.0,137.0,582.0,629000.0,13.351886535682578,0
1.0,10,1,2,18,1332.0,455.0,1.0,139.0,3.0,51.0,40368.0,15239.0,298.0,854.0,169700.0,12.041787451222318,0
4.0,114,4,18,2,1930.0,905.0,3.0,21.0,9.0,228.0,19853.0,36934.0,1039.0,1910.0,1710000.0,14.352003928478842,0
5.0,91,4,15,0,2470.0,917.0,5.0,11.0,6.0,480.0,15444.0,38751.0,928.0,2315.0,1900000.0,14.457364444136669,2
1.0,37,1,6,25,1211.0,556.0,3.0,62.0,5.0,68.0,50218.0,22440.0,459.0,1049.0,230000.0,12.345834587905332,0
2.0,111,4,18,9,1930.0,905.0,2.0,21.0,9.0,74.0,24621.0,36934.0,1039.0,1910.0,750000.0,13.527828485512494,0
1.0,111,4,18,9,1930.0,905.0,3.0,21.0,9.0,45.0,24621.0,36934.0,1039.0,1910.0,305000.0,12.628067055589549,0
1.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,52.0,8164.0,27030.0,137.0,582.0,68400.0,11.133128103610643,0
3.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,112.0,8164.0,27030.0,137.0,582.0,989000.0,13.804449610604848,0
2.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,51.0,46204.0,27030.0,137.0,582.0,295000.0,12.594730635321957,0
2.0,106,2,17,27,1337.0,538.0,2.0,70.0,6.0,77.0,23057.0,22890.0,375.0,1502.0,295000.0,12.594730635321957,0
1.0,83,2,11,42,1151.0,454.0,1.0,17.0,4.0,39.0,25097.0,27431.0,494.0,969.0,215000.0,12.2783933071098,0
2.0,98,4,16,1,693.0,220.0,3.0,32.0,7.0,152.0,36027.0,42678.0,228.0,505.0,1280000.0,14.0623706358958,0
1.0,25,0,4,46,423.0,173.0,2.0,123.0,1.0,60.0,45104.0,13354.0,90.0,189.0,159990.0,11.982866592262758,0
1.0,47,3,7,40,1114.0,486.0,2.0,38.0,2.0,91.0,6922.0,29047.0,596.0,1135.0,470000.0,13.060487973686241,0
2.0,74,2,13,39,399.0,108.0,3.0,3.0,2.0,105.0,19685.0,27125.0,125.0,522.0,445000.0,13.005829561148376,0
1.0,51,1,7,31,1114.0,486.0,4.0,38.0,2.0,50.0,15435.0,29047.0,596.0,1135.0,225000.0,12.323855681186558,0
1.0,61,1,10,30,180.0,92.0,2.0,23.0,1.0,56.0,35519.0,18214.0,72.0,52.0,146000.0,11.891361900690473,0
5.0,95,4,15,5,2470.0,917.0,3.0,11.0,6.0,323.0,20969.0,38751.0,928.0,2315.0,5850000.0,15.58195221920804,2
2.0,47,3,7,40,1114.0,486.0,3.0,38.0,2.0,104.0,6922.0,29047.0,596.0,1135.0,515000.0,13.151922179645874,0
5.0,115,4,19,45,197.0,99.0,5.0,53.0,3.0,505.0,3421.0,28798.0,148.0,121.0,0.0,-inf,0
4.0,46,3,0,12,1208.0,259.0,4.0,43.0,7.0,193.0,8164.0,27030.0,137.0,582.0,1299000.0,14.077105295652737,0
1.0,34,1,5,28,752.0,321.0,1.0,19.0,9.0,44.0,17333.0,20091.0,237.0,309.0,168000.0,12.031719258385396,0
4.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,165.0,29477.0,38751.0,928.0,2315.0,1490000.0,14.214286677921642,0
2.0,112,4,18,9,1930.0,905.0,3.0,21.0,9.0,220.0,19418.0,36934.0,1039.0,1910.0,1890000.0,14.452087387035826,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,88.0,8164.0,27030.0,137.0,582.0,859000.0,13.66352420096639,0
1.0,105,3,17,19,1337.0,538.0,3.0,70.0,6.0,100.0,20570.0,22890.0,375.0,1502.0,350000.0,12.765688433465597,0
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,160.0,31470.0,42678.0,228.0,505.0,1050000.0,13.864300722133706,0
1.0,11,0,2,23,1332.0,455.0,3.0,139.0,3.0,70.0,47727.0,15239.0,298.0,854.0,255000.0,12.449018824140563,0
2.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,86.0,66588.0,17267.0,366.0,628.0,285000.0,12.560244459250788,0
1.0,11,0,2,23,1332.0,455.0,2.0,139.0,3.0,47.0,47727.0,15239.0,298.0,854.0,129900.0,11.77452020265869,0
5.0,11,0,2,23,1332.0,455.0,6.0,139.0,3.0,337.0,47727.0,15239.0,298.0,854.0,599000.0,13.303016877097585,0
3.0,123,3,20,7,532.0,207.0,3.0,26.0,6.0,139.0,24497.0,36592.0,235.0,347.0,815000.0,13.610943392223,0
2.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,65.0,29477.0,38751.0,928.0,2315.0,699000.0,13.457406021215947,0
1.0,15,2,0,11,1208.0,259.0,1.0,43.0,7.0,92.0,46204.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,117,3,19,33,197.0,99.0,1.0,53.0,3.0,60.0,44341.0,28798.0,148.0,121.0,205000.0,12.230765258120545,0
5.0,115,4,19,45,197.0,99.0,5.0,53.0,3.0,310.0,3421.0,28798.0,148.0,121.0,930000.0,13.742939865129438,0
1.0,38,1,6,16,1211.0,556.0,3.0,62.0,5.0,78.0,62840.0,22440.0,459.0,1049.0,183000.0,12.117241431823558,0
4.0,30,4,0,3,1208.0,259.0,4.0,43.0,7.0,160.0,18219.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,13,0,2,23,1332.0,455.0,2.0,139.0,3.0,51.0,49151.0,15239.0,298.0,854.0,0.0,-inf,0
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,137.0,31470.0,42678.0,228.0,505.0,779000.0,13.565766324852886,0
1.0,65,2,12,34,1504.0,552.0,1.0,44.0,3.0,63.0,28765.0,19768.0,381.0,828.0,256000.0,12.4529327234617,0
5.0,115,4,19,45,197.0,99.0,6.0,53.0,3.0,1500.0,3421.0,28798.0,148.0,121.0,3100000.0,14.946912669455376,2
5.0,91,4,15,0,2470.0,917.0,4.0,11.0,6.0,499.0,15444.0,38751.0,928.0,2315.0,9500000.0,16.06680235657077,2
2.0,97,4,16,1,693.0,220.0,3.0,32.0,7.0,129.0,17274.0,42678.0,228.0,505.0,990000.0,13.805460222110773,2
1.0,47,3,7,40,1114.0,486.0,3.0,38.0,2.0,107.0,6922.0,29047.0,596.0,1135.0,245000.0,12.409013489526865,0
2.0,123,3,20,7,532.0,207.0,2.0,26.0,6.0,90.0,24497.0,36592.0,235.0,347.0,740000.0,13.514405465180351,0
1.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,148.0,46204.0,27030.0,137.0,582.0,590000.0,13.287877815881902,0
2.0,70,2,12,34,1504.0,552.0,0.0,44.0,3.0,98.0,17399.0,19768.0,381.0,828.0,388500.0,12.87004844878984,0
4.0,105,3,17,19,1337.0,538.0,4.0,70.0,6.0,280.0,20570.0,22890.0,375.0,1502.0,2200000.0,14.603967918328545,0
1.0,7,3,0,12,1208.0,259.0,3.0,43.0,7.0,72.0,23501.0,27030.0,137.0,582.0,399000.0,12.896716695872,0
1.0,32,1,5,28,752.0,321.0,2.0,19.0,9.0,50.0,26120.0,20091.0,237.0,309.0,116728.0,11.667601720943857,0
1.0,79,2,11,4,1151.0,454.0,0.0,17.0,4.0,71.0,36069.0,27431.0,494.0,969.0,335000.0,12.721885810807205,0
1.0,49,3,7,40,1114.0,486.0,3.0,38.0,2.0,99.0,39786.0,29047.0,596.0,1135.0,320000.0,12.676076274775909,3
1.0,58,0,9,29,0.0,0.0,2.0,27.0,1.0,69.0,40417.0,17346.0,0.0,0.0,164000.0,12.007621706806336,0
2.0,82,2,11,42,1151.0,454.0,2.0,17.0,4.0,117.0,28575.0,27431.0,494.0,969.0,370000.0,12.821258284620406,0
4.0,102,3,16,43,693.0,220.0,5.0,32.0,7.0,171.0,17046.0,42678.0,228.0,505.0,0.0,-inf,0
1.0,28,0,4,17,423.0,173.0,2.0,123.0,1.0,30.0,28741.0,13354.0,90.0,189.0,120000.0,11.695247021764182,0
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,80.0,66588.0,17267.0,366.0,628.0,179000.0,12.095141084822892,0
2.0,95,4,15,5,2470.0,917.0,3.0,11.0,6.0,69.0,20969.0,38751.0,928.0,2315.0,625500.0,13.346306608889103,0
1.0,103,2,17,36,1337.0,538.0,1.0,70.0,6.0,61.0,29355.0,22890.0,375.0,1502.0,0.0,-inf,0
1.0,113,4,18,2,1930.0,905.0,1.0,21.0,9.0,37.0,27163.0,36934.0,1039.0,1910.0,329500.0,12.7053316329247,0
2.0,92,4,15,0,2470.0,917.0,5.0,11.0,6.0,153.0,29477.0,38751.0,928.0,2315.0,1595000.0,14.282384294201082,2
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,66.0,66588.0,17267.0,366.0,628.0,0.0,-inf,0
5.0,48,4,7,47,1114.0,486.0,5.0,38.0,2.0,480.0,15041.0,29047.0,596.0,1135.0,0.0,-inf,2
3.0,46,3,0,12,1208.0,259.0,8.0,43.0,7.0,462.0,8164.0,27030.0,137.0,582.0,2000000.0,14.50865773852422,2
1.0,34,1,5,28,752.0,321.0,3.0,19.0,9.0,73.0,17333.0,20091.0,237.0,309.0,182000.0,12.111761966058932,0
1.0,31,1,5,28,752.0,321.0,2.0,19.0,9.0,60.0,8814.0,20091.0,237.0,309.0,0.0,-inf,0
1.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,41.0,23501.0,27030.0,137.0,582.0,349000.0,12.762827201184564,2
1.0,8,1,2,18,1332.0,455.0,1.0,139.0,3.0,43.0,22721.0,15239.0,298.0,854.0,129000.0,11.76756768334381,1
2.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,90.0,10816.0,27030.0,137.0,582.0,739000.0,13.513053199930338,0
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,67.0,20969.0,38751.0,928.0,2315.0,679000.0,13.428376406540833,0
2.0,124,4,20,37,532.0,207.0,2.0,26.0,6.0,80.0,16364.0,36592.0,235.0,347.0,735000.0,13.507625778194972,2
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,159.0,20969.0,38751.0,928.0,2315.0,868000.0,13.673946993642486,0
1.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,60.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,0
5.0,91,4,15,0,2470.0,917.0,4.0,11.0,6.0,300.0,15444.0,38751.0,928.0,2315.0,3250000.0,14.994165554305921,2
1.0,82,2,11,42,1151.0,454.0,3.0,17.0,4.0,69.0,28575.0,27431.0,494.0,969.0,349000.0,12.762827201184564,0
5.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,201.0,16919.0,38751.0,928.0,2315.0,2500000.0,14.731801289838428,2
2.0,114,4,18,2,1930.0,905.0,3.0,21.0,9.0,119.0,19853.0,36934.0,1039.0,1910.0,650000.0,13.38472764187182,4
1.0,14,0,2,38,1332.0,455.0,2.0,139.0,3.0,60.0,31691.0,15239.0,298.0,854.0,0.0,-inf,0
3.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,186.0,16919.0,38751.0,928.0,2315.0,1575000.0,14.26976583024187,0
2.0,17,2,3,38,1495.0,491.0,3.0,77.0,2.0,101.0,14390.0,13481.0,267.0,689.0,415000.0,12.936033799212836,0
1.0,13,0,2,23,1332.0,455.0,4.0,139.0,3.0,87.0,49151.0,15239.0,298.0,854.0,0.0,-inf,0
2.0,62,1,0,30,1208.0,259.0,3.0,43.0,7.0,106.0,17471.0,27030.0,137.0,582.0,0.0,-inf,0
2.0,85,2,14,6,408.0,164.0,2.0,10.0,4.0,40.0,33027.0,33396.0,169.0,349.0,222000.0,12.310432660854415,0
12.0,124,4,20,37,532.0,207.0,9.0,26.0,6.0,3250.0,16364.0,36592.0,235.0,347.0,11500000.0,16.25785759333348,0
1.0,37,1,6,25,1211.0,556.0,2.0,62.0,5.0,48.0,50218.0,22440.0,459.0,1049.0,175000.0,12.072541252905651,0
1.0,79,2,11,4,1151.0,454.0,2.0,17.0,4.0,45.0,36069.0,27431.0,494.0,969.0,230000.0,12.345834587905332,0
8.0,115,4,19,45,197.0,99.0,7.0,53.0,3.0,563.0,3421.0,28798.0,148.0,121.0,2900000.0,14.880221294956703,0
2.0,125,2,20,36,532.0,207.0,0.0,26.0,6.0,121.0,30484.0,36592.0,235.0,347.0,375000.0,12.834681304952548,0
1.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,75.0,8164.0,27030.0,137.0,582.0,132000.0,11.790557201568507,0
2.0,92,4,15,0,2470.0,917.0,4.0,11.0,6.0,138.0,29477.0,38751.0,928.0,2315.0,965000.0,13.779883380321122,0
2.0,26,0,4,17,423.0,173.0,3.0,123.0,1.0,87.0,40477.0,13354.0,90.0,189.0,209000.0,12.250089530946948,4
1.0,109,3,18,14,1930.0,905.0,1.0,21.0,9.0,30.0,22959.0,36934.0,1039.0,1910.0,179900.0,12.100156419938624,0
2.0,23,4,0,13,1208.0,259.0,3.0,43.0,7.0,84.0,10816.0,27030.0,137.0,582.0,410000.0,12.92391243868049,0
3.0,7,3,0,12,1208.0,259.0,3.0,43.0,7.0,108.0,23501.0,27030.0,137.0,582.0,859000.0,13.66352420096639,0
1.0,37,1,6,25,1211.0,556.0,2.0,62.0,5.0,77.0,50218.0,22440.0,459.0,1049.0,280000.0,12.542544882151388,0
1.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,124.0,32783.0,27030.0,137.0,582.0,1100000.0,13.9108207377686,2
1.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,39.0,23501.0,27030.0,137.0,582.0,0.0,-inf,0
5.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,462.0,16919.0,38751.0,928.0,2315.0,6500000.0,15.687312734865866,0
1.0,57,0,8,20,139.0,54.0,2.0,78.0,1.0,77.0,34827.0,13604.0,45.0,79.0,145000.0,11.884489021402711,0
1.0,30,4,0,3,1208.0,259.0,3.0,43.0,7.0,51.0,18219.0,27030.0,137.0,582.0,334000.0,12.718896271958839,0
2.0,16,0,3,38,1495.0,491.0,3.0,77.0,2.0,105.0,23085.0,13481.0,267.0,689.0,165000.0,12.013700752882718,0
3.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,140.0,29477.0,38751.0,928.0,2315.0,920000.0,13.732128949025222,0
2.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,119.0,10816.0,27030.0,137.0,582.0,815000.0,13.610943392223,2
2.0,74,2,13,39,399.0,108.0,3.0,3.0,2.0,148.0,19685.0,27125.0,125.0,522.0,590000.0,13.287877815881902,0
5.0,91,4,15,0,2470.0,917.0,4.0,11.0,6.0,509.0,15444.0,38751.0,928.0,2315.0,0.0,-inf,2
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,82.0,66588.0,17267.0,366.0,628.0,219000.0,12.296827008798637,0
4.0,88,4,14,8,408.0,164.0,3.0,10.0,4.0,244.0,21492.0,33396.0,169.0,349.0,2350000.0,14.669925886120343,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,151.0,23501.0,27030.0,137.0,582.0,1189000.0,13.988623175672918,0
1.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,87.0,46204.0,27030.0,137.0,582.0,295000.0,12.594730635321957,1
1.0,56,0,8,20,139.0,54.0,1.0,78.0,1.0,67.0,37808.0,13604.0,45.0,79.0,151000.0,11.925035115797062,0
1.0,3,1,1,44,1223.0,523.0,2.0,82.0,3.0,68.0,66588.0,17267.0,366.0,628.0,0.0,-inf,1
2.0,8,1,2,18,1332.0,455.0,4.0,139.0,3.0,130.0,22721.0,15239.0,298.0,854.0,0.0,-inf,0
4.0,7,3,0,12,1208.0,259.0,5.0,43.0,7.0,305.0,23501.0,27030.0,137.0,582.0,4750000.0,15.373655176010825,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,79.0,23501.0,27030.0,137.0,582.0,379000.0,12.845291484064562,0
1.0,94,3,15,26,2470.0,917.0,1.0,11.0,6.0,105.0,41964.0,38751.0,928.0,2315.0,515000.0,13.151922179645874,0
2.0,91,4,15,0,2470.0,917.0,4.0,11.0,6.0,296.0,15444.0,38751.0,928.0,2315.0,560000.0,13.235692062711333,0
2.0,22,0,3,38,1495.0,491.0,2.0,77.0,2.0,86.0,17878.0,13481.0,267.0,689.0,193000.0,12.170445467887022,0
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,125.0,29477.0,38751.0,928.0,2315.0,1049000.0,13.863347887378435,2
2.0,52,4,7,47,1114.0,486.0,4.0,38.0,2.0,110.0,69176.0,29047.0,596.0,1135.0,795000.0,13.586097393636468,2
2.0,22,0,3,38,1495.0,491.0,2.0,77.0,2.0,60.0,17878.0,13481.0,267.0,689.0,163000.0,12.0015054797889,1
1.0,115,4,19,45,197.0,99.0,1.0,53.0,3.0,59.0,3421.0,28798.0,148.0,121.0,357700.0,12.787449925247108,0
