banos,cod_barrio,cod_barrio_group,cod_distrito,codigo_postal,comercio_serviciosminoristas,cultura_entretenimiento,dormitorios,hog_con_10,lineas_metro,m2_constr,num_personas,renta_bruta_media_por_persona,salud_bienestar_educacion,servicios_profesionales,target,target_log,tipo_inmueble
3.0,115,4,19,45,197.0,99.0,3.0,53.0,3.0,167.0,3421.0,28798.0,148.0,121.0,980000.0,13.795307850646756,0
2.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,59.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,0
5.0,92,4,15,0,2470.0,917.0,5.0,11.0,6.0,209.0,29477.0,38751.0,928.0,2315.0,3400000.0,15.03928598958639,2
3.0,96,4,15,5,2470.0,917.0,3.0,11.0,6.0,389.0,16919.0,38751.0,928.0,2315.0,5650000.0,15.547166103122622,2
2.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,106.0,10816.0,27030.0,137.0,582.0,839000.0,13.639965985449344,0
3.0,128,4,20,21,532.0,207.0,3.0,26.0,6.0,185.0,27445.0,36592.0,235.0,347.0,1300000.0,14.077874822431765,2
2.0,101,4,16,15,693.0,220.0,3.0,32.0,7.0,129.0,24466.0,42678.0,228.0,505.0,860000.0,13.66468766822969,0
2.0,102,3,16,43,693.0,220.0,2.0,32.0,7.0,90.0,17046.0,42678.0,228.0,505.0,365000.0,12.80765263256463,0
1.0,19,0,3,24,1495.0,491.0,2.0,77.0,2.0,90.0,22834.0,13481.0,267.0,689.0,210000.0,12.254862809699606,1
3.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,217.0,29477.0,38751.0,928.0,2315.0,2450000.0,14.71159858252091,2
1.0,124,4,20,37,532.0,207.0,1.0,26.0,6.0,99.0,16364.0,36592.0,235.0,347.0,750000.0,13.527828485512494,0
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,97.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,0
2.0,69,2,12,34,1504.0,552.0,3.0,44.0,3.0,89.0,30751.0,19768.0,381.0,828.0,317000.0,12.666657052859417,0
1.0,36,3,0,14,1208.0,259.0,0.0,43.0,7.0,33.0,32783.0,27030.0,137.0,582.0,189900.0,12.154252896800376,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,157.0,23501.0,27030.0,137.0,582.0,0.0,-inf,2
1.0,11,0,2,23,1332.0,455.0,3.0,139.0,3.0,70.0,47727.0,15239.0,298.0,854.0,200000.0,12.206072645530172,0
5.0,23,4,0,13,1208.0,259.0,4.0,43.0,7.0,219.0,10816.0,27030.0,137.0,582.0,330000.0,12.706847933442663,0
2.0,7,3,0,12,1208.0,259.0,3.0,43.0,7.0,97.0,23501.0,27030.0,137.0,582.0,829000.0,13.627975434117433,0
2.0,95,4,15,5,2470.0,917.0,3.0,11.0,6.0,140.0,20969.0,38751.0,928.0,2315.0,1380000.0,14.137594057133386,2
1.0,36,3,0,14,1208.0,259.0,1.0,43.0,7.0,30.0,32783.0,27030.0,137.0,582.0,194900.0,12.180241885495652,0
1.0,57,0,8,20,139.0,54.0,2.0,78.0,1.0,64.0,34827.0,13604.0,45.0,79.0,79000.0,11.277203131449157,0
1.0,68,1,12,34,1504.0,552.0,3.0,44.0,3.0,84.0,25354.0,19768.0,381.0,828.0,228000.0,12.337100907936577,1
1.0,82,2,11,42,1151.0,454.0,1.0,17.0,4.0,43.0,28575.0,27431.0,494.0,969.0,0.0,-inf,0
5.0,121,4,19,33,197.0,99.0,6.0,53.0,3.0,539.0,35676.0,28798.0,148.0,121.0,2950000.0,14.897315728316002,2
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,73.0,8164.0,27030.0,137.0,582.0,0.0,-inf,2
1.0,7,3,0,12,1208.0,259.0,4.0,43.0,7.0,109.0,23501.0,27030.0,137.0,582.0,660000.0,13.399995114002609,0
1.0,1,1,1,10,1223.0,523.0,1.0,82.0,3.0,34.0,43292.0,17267.0,366.0,628.0,139000.0,11.842229212112828,0
1.0,125,2,20,36,532.0,207.0,4.0,26.0,6.0,72.0,30484.0,36592.0,235.0,347.0,265000.0,12.487485104968359,3
1.0,59,0,9,29,0.0,0.0,3.0,27.0,1.0,108.0,23876.0,17346.0,0.0,0.0,200000.0,12.206072645530172,0
2.0,2,0,1,44,1223.0,523.0,3.0,82.0,3.0,54.0,36749.0,17267.0,366.0,628.0,189900.0,12.154252896800376,0
2.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,95.0,32783.0,27030.0,137.0,582.0,0.0,-inf,0
5.0,89,4,14,13,408.0,164.0,4.0,10.0,4.0,280.0,6825.0,33396.0,169.0,349.0,2500000.0,14.731801289838428,0
3.0,98,4,16,1,693.0,220.0,3.0,32.0,7.0,221.0,36027.0,42678.0,228.0,505.0,1500000.0,14.220975666072437,0
5.0,46,3,0,12,1208.0,259.0,4.0,43.0,7.0,300.0,8164.0,27030.0,137.0,582.0,0.0,-inf,2
1.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,86.0,8164.0,27030.0,137.0,582.0,400000.0,12.899219826090118,0
2.0,91,4,15,0,2470.0,917.0,2.0,11.0,6.0,105.0,15444.0,38751.0,928.0,2315.0,1690000.0,14.340239086899256,0
1.0,103,2,17,36,1337.0,538.0,1.0,70.0,6.0,71.0,29355.0,22890.0,375.0,1502.0,415000.0,12.936033799212836,0
3.0,82,2,11,42,1151.0,454.0,5.0,17.0,4.0,342.0,28575.0,27431.0,494.0,969.0,2223000.0,14.614368192946333,0
2.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,141.0,31470.0,42678.0,228.0,505.0,950000.0,13.764217263576723,0
2.0,69,2,12,34,1504.0,552.0,3.0,44.0,3.0,153.0,30751.0,19768.0,381.0,828.0,450000.0,13.017002861746503,0
2.0,114,4,18,2,1930.0,905.0,2.0,21.0,9.0,95.0,19853.0,36934.0,1039.0,1910.0,490000.0,13.10216067008681,0
1.0,10,1,2,18,1332.0,455.0,1.0,139.0,3.0,54.0,40368.0,15239.0,298.0,854.0,243000.0,12.400816722322686,0
2.0,82,2,11,42,1151.0,454.0,5.0,17.0,4.0,157.0,28575.0,27431.0,494.0,969.0,820000.0,13.617059619240436,0
3.0,88,4,14,8,408.0,164.0,3.0,10.0,4.0,103.0,21492.0,33396.0,169.0,349.0,985000.0,13.800396920154226,0
5.0,23,4,0,13,1208.0,259.0,4.0,43.0,7.0,426.0,10816.0,27030.0,137.0,582.0,7950000.0,15.888682486630515,2
4.0,97,4,16,1,693.0,220.0,4.0,32.0,7.0,250.0,17274.0,42678.0,228.0,505.0,1750000.0,14.375126345899696,0
5.0,30,4,0,3,1208.0,259.0,4.0,43.0,7.0,211.0,18219.0,27030.0,137.0,582.0,1519000.0,14.233562781577909,2
3.0,30,4,0,3,1208.0,259.0,4.0,43.0,7.0,321.0,18219.0,27030.0,137.0,582.0,3600000.0,15.096444403426338,2
1.0,84,2,11,42,1151.0,454.0,2.0,17.0,4.0,54.0,1949.0,27431.0,494.0,969.0,299900.0,12.611204364737102,0
1.0,38,1,6,16,1211.0,556.0,4.0,62.0,5.0,77.0,62840.0,22440.0,459.0,1049.0,234000.0,12.363076394339839,0
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,95.0,20969.0,38751.0,928.0,2315.0,879000.0,13.686540176667314,0
1.0,107,1,17,27,1337.0,538.0,3.0,70.0,6.0,61.0,26573.0,22890.0,375.0,1502.0,0.0,-inf,0
2.0,93,3,15,26,2470.0,917.0,2.0,11.0,6.0,241.0,20929.0,38751.0,928.0,2315.0,590000.0,13.287877815881902,0
3.0,64,2,10,30,180.0,92.0,4.0,23.0,1.0,230.0,13054.0,18214.0,72.0,52.0,0.0,-inf,0
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,125.0,20969.0,38751.0,928.0,2315.0,1339000.0,14.10743362467331,2
4.0,96,4,15,5,2470.0,917.0,3.0,11.0,6.0,125.0,16919.0,38751.0,928.0,2315.0,1275000.0,14.058456736574664,0
1.0,103,2,17,36,1337.0,538.0,1.0,70.0,6.0,38.0,29355.0,22890.0,375.0,1502.0,229000.0,12.341477282536376,0
4.0,101,4,16,15,693.0,220.0,4.0,32.0,7.0,428.0,24466.0,42678.0,228.0,505.0,0.0,-inf,0
2.0,115,4,19,45,197.0,99.0,2.0,53.0,3.0,80.0,3421.0,28798.0,148.0,121.0,735000.0,13.507625778194972,0
1.0,73,2,1,4,1223.0,523.0,3.0,82.0,3.0,113.0,22385.0,17267.0,366.0,628.0,580000.0,13.270783382522602,0
3.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,244.0,16919.0,38751.0,928.0,2315.0,2900000.0,14.880221294956703,2
3.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,112.0,8164.0,27030.0,137.0,582.0,925000.0,13.737549016494562,0
3.0,92,4,15,0,2470.0,917.0,4.0,11.0,6.0,211.0,29477.0,38751.0,928.0,2315.0,2380000.0,14.682611045647658,2
1.0,115,4,19,45,197.0,99.0,2.0,53.0,3.0,74.0,3421.0,28798.0,148.0,121.0,259000.0,12.464583340681674,0
2.0,125,2,20,36,532.0,207.0,2.0,26.0,6.0,80.0,30484.0,36592.0,235.0,347.0,454800.0,13.027613040858517,0
5.0,52,4,7,47,1114.0,486.0,5.0,38.0,2.0,281.0,69176.0,29047.0,596.0,1135.0,1250000.0,14.038654109278482,2
5.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,201.0,16919.0,38751.0,928.0,2315.0,2500000.0,14.731801289838428,2
1.0,65,2,12,34,1504.0,552.0,2.0,44.0,3.0,40.0,28765.0,19768.0,381.0,828.0,117000.0,11.669929213779893,0
2.0,42,3,6,40,1211.0,556.0,3.0,62.0,5.0,109.0,12445.0,22440.0,459.0,1049.0,425000.0,12.959844447906553,1
1.0,100,4,16,15,693.0,220.0,1.0,32.0,7.0,66.0,31470.0,42678.0,228.0,505.0,410000.0,12.92391243868049,0
2.0,73,2,11,4,1151.0,454.0,3.0,17.0,4.0,77.0,22385.0,27431.0,494.0,969.0,375000.0,12.834681304952548,0
3.0,88,4,14,8,408.0,164.0,3.0,10.0,4.0,129.0,21492.0,33396.0,169.0,349.0,0.0,-inf,2
1.0,53,0,8,20,139.0,54.0,2.0,78.0,1.0,78.0,47817.0,13604.0,45.0,79.0,143000.0,11.870599909242046,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,93.0,8164.0,27030.0,137.0,582.0,749000.0,13.526494262499357,2
3.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,252.0,8164.0,27030.0,137.0,582.0,0.0,-inf,2
1.0,27,0,4,17,423.0,173.0,3.0,123.0,1.0,70.0,43162.0,13354.0,90.0,189.0,140000.0,11.849397701591442,0
1.0,40,3,6,25,1211.0,556.0,3.0,62.0,5.0,75.0,20941.0,22440.0,459.0,1049.0,398000.0,12.894207284266574,0
2.0,92,4,15,0,2470.0,917.0,6.0,11.0,6.0,180.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,0
5.0,96,4,15,5,2470.0,917.0,3.0,11.0,6.0,404.0,16919.0,38751.0,928.0,2315.0,7990000.0,15.893701317742456,2
1.0,65,2,12,34,1504.0,552.0,2.0,44.0,3.0,46.0,28765.0,19768.0,381.0,828.0,149000.0,11.911701584927597,0
1.0,73,2,11,4,1151.0,454.0,1.0,17.0,4.0,37.0,22385.0,27431.0,494.0,969.0,176000.0,12.078239274020289,0
2.0,95,4,15,5,2470.0,917.0,4.0,11.0,6.0,125.0,20969.0,38751.0,928.0,2315.0,1049000.0,13.863347887378435,4
2.0,16,0,3,38,1495.0,491.0,3.0,77.0,2.0,145.0,23085.0,13481.0,267.0,689.0,275000.0,12.524526376648708,0
3.0,112,4,18,9,1930.0,905.0,3.0,21.0,9.0,216.0,19418.0,36934.0,1039.0,1910.0,2900000.0,14.880221294956703,2
1.0,84,2,11,42,1151.0,454.0,2.0,17.0,4.0,51.0,1949.0,27431.0,494.0,969.0,0.0,-inf,0
2.0,26,0,4,17,423.0,173.0,3.0,123.0,1.0,125.0,40477.0,13354.0,90.0,189.0,285000.0,12.560244459250788,0
1.0,108,1,17,36,1337.0,538.0,1.0,70.0,6.0,41.0,25694.0,22890.0,375.0,1502.0,140000.0,11.849397701591442,0
1.0,13,0,2,23,1332.0,455.0,2.0,139.0,3.0,54.0,49151.0,15239.0,298.0,854.0,148800.0,11.910358401381128,0
2.0,50,2,7,31,1114.0,486.0,3.0,38.0,2.0,105.0,52031.0,29047.0,596.0,1135.0,225000.0,12.323855681186558,0
2.0,105,3,17,19,1337.0,538.0,2.0,70.0,6.0,63.0,20570.0,22890.0,375.0,1502.0,299000.0,12.608198852372823,0
1.0,10,1,2,18,1332.0,455.0,2.0,139.0,3.0,73.0,40368.0,15239.0,298.0,854.0,260000.0,12.468436909997665,0
1.0,13,0,2,23,1332.0,455.0,1.0,139.0,3.0,37.0,49151.0,15239.0,298.0,854.0,0.0,-inf,0
2.0,8,1,2,18,1332.0,455.0,1.0,139.0,3.0,52.0,22721.0,15239.0,298.0,854.0,0.0,-inf,0
1.0,66,0,12,34,1504.0,552.0,3.0,44.0,3.0,60.0,9555.0,19768.0,381.0,828.0,68800.0,11.138959023921435,0
1.0,115,4,19,45,197.0,99.0,2.0,53.0,3.0,99.0,3421.0,28798.0,148.0,121.0,445000.0,13.005829561148376,0
3.0,89,4,14,13,408.0,164.0,3.0,10.0,4.0,86.0,6825.0,33396.0,169.0,349.0,990000.0,13.805460222110773,2
2.0,15,2,0,11,1208.0,259.0,2.0,43.0,7.0,57.0,46204.0,27030.0,137.0,582.0,395000.0,12.886641043883259,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,105.0,8164.0,27030.0,137.0,582.0,749000.0,13.526494262499357,0
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,71.0,66588.0,17267.0,366.0,628.0,165000.0,12.013700752882718,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,135.0,16919.0,38751.0,928.0,2315.0,1329000.0,14.099937337695383,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,87.0,16919.0,38751.0,928.0,2315.0,879000.0,13.686540176667314,0
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,93.0,29477.0,38751.0,928.0,2315.0,799000.0,13.591116224748411,0
2.0,7,3,0,12,1208.0,259.0,3.0,43.0,7.0,136.0,23501.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,57,0,8,20,139.0,54.0,4.0,78.0,1.0,75.0,34827.0,13604.0,45.0,79.0,149000.0,11.911701584927597,0
1.0,98,4,16,1,693.0,220.0,1.0,32.0,7.0,70.0,36027.0,42678.0,228.0,505.0,280000.0,12.542544882151388,0
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,170.0,29477.0,38751.0,928.0,2315.0,2300000.0,14.648419680899378,0
1.0,14,0,2,38,1332.0,455.0,3.0,139.0,3.0,64.0,31691.0,15239.0,298.0,854.0,185000.0,12.12811110406046,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,125.0,8164.0,27030.0,137.0,582.0,889000.0,13.697852514496041,0
2.0,15,2,0,11,1208.0,259.0,2.0,43.0,7.0,52.0,46204.0,27030.0,137.0,582.0,520000.0,13.16158409055761,0
2.0,112,4,18,9,1930.0,905.0,3.0,21.0,9.0,180.0,19418.0,36934.0,1039.0,1910.0,2225000.0,14.615267473582477,2
2.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,125.0,23501.0,27030.0,137.0,582.0,850000.0,13.652991628466498,0
1.0,13,0,2,23,1332.0,455.0,2.0,139.0,3.0,58.0,49151.0,15239.0,298.0,854.0,160000.0,11.982929094215963,0
5.0,102,3,16,43,693.0,220.0,6.0,32.0,7.0,886.0,17046.0,42678.0,228.0,505.0,4700000.0,15.363073066680288,2
1.0,3,1,1,44,1223.0,523.0,2.0,82.0,3.0,69.0,66588.0,17267.0,366.0,628.0,158000.0,11.970350312009103,0
3.0,30,4,0,3,1208.0,259.0,3.0,43.0,7.0,110.0,18219.0,27030.0,137.0,582.0,839000.0,13.639965985449344,0
1.0,98,4,16,1,693.0,220.0,3.0,32.0,7.0,81.0,36027.0,42678.0,228.0,505.0,695000.0,13.451667124546928,2
1.0,98,4,16,1,693.0,220.0,3.0,32.0,7.0,81.0,36027.0,42678.0,228.0,505.0,0.0,-inf,0
1.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,59.0,23501.0,27030.0,137.0,582.0,550000.0,13.217673557208654,0
2.0,11,0,2,23,1332.0,455.0,2.0,139.0,3.0,99.0,47727.0,15239.0,298.0,854.0,289000.0,12.57418196709457,0
5.0,128,4,20,21,532.0,207.0,5.0,26.0,6.0,292.0,27445.0,36592.0,235.0,347.0,1450000.0,14.187074114396758,2
2.0,7,3,0,12,1208.0,259.0,3.0,43.0,7.0,168.0,23501.0,27030.0,137.0,582.0,828000.0,13.626768433367397,0
2.0,79,2,11,4,1151.0,454.0,3.0,17.0,4.0,120.0,36069.0,27431.0,494.0,969.0,0.0,-inf,0
1.0,110,3,18,14,1930.0,905.0,1.0,21.0,9.0,80.0,24190.0,36934.0,1039.0,1910.0,615000.0,13.329377546788656,0
2.0,112,4,18,9,1930.0,905.0,2.0,21.0,9.0,127.0,19418.0,36934.0,1039.0,1910.0,1400000.0,14.151982794585487,2
2.0,50,2,7,31,1114.0,486.0,2.0,38.0,2.0,54.0,52031.0,29047.0,596.0,1135.0,195000.0,12.180754837545884,4
1.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,55.0,10816.0,27030.0,137.0,582.0,469000.0,13.058358047428417,2
2.0,59,0,9,29,0.0,0.0,2.0,27.0,1.0,81.0,23876.0,17346.0,0.0,0.0,255000.0,12.449018824140563,0
2.0,88,4,14,8,408.0,164.0,4.0,10.0,4.0,112.0,21492.0,33396.0,169.0,349.0,1200000.0,13.997832114758229,0
3.0,101,4,16,15,693.0,220.0,4.0,32.0,7.0,185.0,24466.0,42678.0,228.0,505.0,1070000.0,13.883169206438088,0
1.0,79,2,11,4,1151.0,454.0,1.0,17.0,4.0,47.0,36069.0,27431.0,494.0,969.0,255000.0,12.449018824140563,0
3.0,102,3,16,43,693.0,220.0,5.0,32.0,7.0,320.0,17046.0,42678.0,228.0,505.0,1500000.0,14.220975666072437,0
5.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,353.0,16919.0,38751.0,928.0,2315.0,4850000.0,15.394489262913664,0
4.0,105,3,17,19,1337.0,538.0,3.0,70.0,6.0,137.0,20570.0,22890.0,375.0,1502.0,0.0,-inf,0
1.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,58.0,23501.0,27030.0,137.0,582.0,420000.0,12.948009990259552,0
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,85.0,66588.0,17267.0,366.0,628.0,199000.0,12.201060103706629,0
1.0,67,0,12,34,1504.0,552.0,3.0,44.0,3.0,56.0,9126.0,19768.0,381.0,828.0,0.0,-inf,0
1.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,36.0,32783.0,27030.0,137.0,582.0,244000.0,12.40492350427534,0
5.0,126,4,20,21,532.0,207.0,7.0,26.0,6.0,1000.0,7156.0,36592.0,235.0,347.0,0.0,-inf,0
1.0,16,0,3,38,1495.0,491.0,3.0,77.0,2.0,90.0,23085.0,13481.0,267.0,689.0,0.0,-inf,0
2.0,90,3,14,8,408.0,164.0,3.0,10.0,4.0,107.0,15093.0,33396.0,169.0,349.0,690000.0,13.44444687657344,0
2.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,93.0,46204.0,27030.0,137.0,582.0,580000.0,13.270783382522602,0
1.0,24,0,4,46,423.0,173.0,3.0,123.0,1.0,93.0,35399.0,13354.0,90.0,189.0,159500.0,11.979799201207035,0
3.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,165.0,23501.0,27030.0,137.0,582.0,1220000.0,14.01436141670944,0
5.0,97,4,16,1,693.0,220.0,5.0,32.0,7.0,268.0,17274.0,42678.0,228.0,505.0,1695000.0,14.343193298796686,0
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,128.0,31470.0,42678.0,228.0,505.0,1200000.0,13.997832114758229,2
2.0,88,4,14,8,408.0,164.0,2.0,10.0,4.0,119.0,21492.0,33396.0,169.0,349.0,0.0,-inf,0
2.0,25,0,4,46,423.0,173.0,2.0,123.0,1.0,65.0,45104.0,13354.0,90.0,189.0,0.0,-inf,0
3.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,270.0,8164.0,27030.0,137.0,582.0,3150000.0,14.962913010801815,2
2.0,97,4,16,1,693.0,220.0,2.0,32.0,7.0,76.0,17274.0,42678.0,228.0,505.0,829000.0,13.627975434117433,2
1.0,1,1,1,10,1223.0,523.0,3.0,82.0,3.0,103.0,43292.0,17267.0,366.0,628.0,287500.0,12.568978139219542,3
1.0,94,3,15,26,2470.0,917.0,2.0,11.0,6.0,40.0,41964.0,38751.0,928.0,2315.0,240000.0,12.388394202324127,0
1.0,25,0,4,46,423.0,173.0,3.0,123.0,1.0,70.0,45104.0,13354.0,90.0,189.0,183000.0,12.117241431823558,0
1.0,19,0,3,24,1495.0,491.0,2.0,77.0,2.0,55.0,22834.0,13481.0,267.0,689.0,107500.0,11.585246126549855,0
1.0,15,2,0,11,1208.0,259.0,1.0,43.0,7.0,57.0,46204.0,27030.0,137.0,582.0,265000.0,12.487485104968359,0
1.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,80.0,32783.0,27030.0,137.0,582.0,435000.0,12.983101310070822,0
2.0,0,1,1,44,1223.0,523.0,3.0,82.0,3.0,51.0,17903.0,17267.0,366.0,628.0,99000.0,11.502875129116727,0
2.0,121,4,19,33,197.0,99.0,3.0,53.0,3.0,93.0,35676.0,28798.0,148.0,121.0,429000.0,12.969212197910155,1
3.0,30,4,0,3,1208.0,259.0,3.0,43.0,7.0,150.0,18219.0,27030.0,137.0,582.0,1850000.0,14.430696197054507,0
2.0,128,4,20,21,532.0,207.0,3.0,26.0,6.0,142.0,27445.0,36592.0,235.0,347.0,780000.0,13.567049198665774,0
1.0,58,0,9,29,0.0,0.0,2.0,27.0,1.0,51.0,40417.0,17346.0,0.0,0.0,215000.0,12.2783933071098,0
6.0,115,4,19,45,197.0,99.0,7.0,53.0,3.0,753.0,3421.0,28798.0,148.0,121.0,2460000.0,14.715671907908545,0
1.0,15,2,0,11,1208.0,259.0,1.0,43.0,7.0,55.0,46204.0,27030.0,137.0,582.0,259000.0,12.464583340681674,0
1.0,71,1,12,34,1504.0,552.0,2.0,44.0,3.0,63.0,29067.0,19768.0,381.0,828.0,176000.0,12.078239274020289,3
2.0,57,0,8,20,139.0,54.0,4.0,78.0,1.0,120.0,34827.0,13604.0,45.0,79.0,0.0,-inf,0
2.0,30,4,0,3,1208.0,259.0,3.0,43.0,7.0,152.0,18219.0,27030.0,137.0,582.0,1150000.0,13.955272500339433,0
3.0,7,3,0,12,1208.0,259.0,6.0,43.0,7.0,272.0,23501.0,27030.0,137.0,582.0,1550000.0,14.25376548889543,0
2.0,106,2,17,27,1337.0,538.0,4.0,70.0,6.0,125.0,23057.0,22890.0,375.0,1502.0,0.0,-inf,0
2.0,112,4,18,9,1930.0,905.0,4.0,21.0,9.0,158.0,19418.0,36934.0,1039.0,1910.0,0.0,-inf,0
2.0,110,3,18,14,1930.0,905.0,3.0,21.0,9.0,71.0,24190.0,36934.0,1039.0,1910.0,669000.0,13.413539339110367,2
2.0,88,4,14,8,408.0,164.0,4.0,10.0,4.0,133.0,21492.0,33396.0,169.0,349.0,0.0,-inf,0
1.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,107.0,16919.0,38751.0,928.0,2315.0,1200000.0,13.997832114758229,2
3.0,92,4,0,0,1208.0,259.0,3.0,43.0,7.0,140.0,29477.0,27030.0,137.0,582.0,0.0,-inf,0
2.0,89,4,14,13,408.0,164.0,2.0,10.0,4.0,124.0,6825.0,33396.0,169.0,349.0,1200000.0,13.997832114758229,0
3.0,95,4,15,5,2470.0,917.0,0.0,11.0,6.0,397.0,20969.0,38751.0,928.0,2315.0,2500000.0,14.731801289838428,2
1.0,38,1,6,16,1211.0,556.0,1.0,62.0,5.0,57.0,62840.0,22440.0,459.0,1049.0,0.0,-inf,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,95.0,16919.0,38751.0,928.0,2315.0,0.0,-inf,2
1.0,10,1,2,18,1332.0,455.0,1.0,139.0,3.0,105.54,40368.0,15239.0,298.0,854.0,322000.0,12.682306824526545,0
5.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,324.0,16919.0,38751.0,928.0,2315.0,4850000.0,15.394489262913664,2
1.0,111,4,18,9,1930.0,905.0,3.0,21.0,9.0,70.0,24621.0,36934.0,1039.0,1910.0,300000.0,12.61153775363834,0
3.0,88,4,14,8,408.0,164.0,3.0,10.0,4.0,129.0,21492.0,33396.0,169.0,349.0,1590000.0,14.279244574196413,0
7.0,124,4,20,37,532.0,207.0,6.0,26.0,6.0,510.0,16364.0,36592.0,235.0,347.0,2250000.0,14.626440774180603,0
2.0,62,1,10,30,180.0,92.0,3.0,23.0,1.0,100.0,17471.0,18214.0,72.0,52.0,0.0,-inf,0
3.0,42,3,6,40,1211.0,556.0,5.0,62.0,5.0,220.0,12445.0,22440.0,459.0,1049.0,945000.0,13.75894020647588,0
3.0,45,3,6,25,1211.0,556.0,4.0,62.0,5.0,179.0,21914.0,22440.0,459.0,1049.0,850000.0,13.652991628466498,0
2.0,30,4,0,3,1208.0,259.0,2.0,43.0,7.0,55.0,18219.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,39,1,6,25,1211.0,556.0,3.0,62.0,5.0,32.0,25469.0,22440.0,459.0,1049.0,220000.0,12.301382825334498,0
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,66.0,66588.0,17267.0,366.0,628.0,249000.0,12.425208175446844,0
3.0,46,3,0,12,1208.0,259.0,4.0,43.0,7.0,185.0,8164.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,115,4,19,45,197.0,99.0,3.0,53.0,3.0,82.0,3421.0,28798.0,148.0,121.0,170000.0,12.043553716032399,0
1.0,79,2,11,4,1151.0,454.0,0.0,17.0,4.0,37.0,36069.0,27431.0,494.0,969.0,295000.0,12.594730635321957,0
1.0,36,3,0,14,1208.0,259.0,1.0,43.0,7.0,44.0,32783.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,97,4,16,1,693.0,220.0,3.0,32.0,7.0,81.0,17274.0,42678.0,228.0,505.0,695000.0,13.451667124546928,0
1.0,15,2,0,11,1208.0,259.0,1.0,43.0,7.0,32.0,46204.0,27030.0,137.0,582.0,215000.0,12.2783933071098,1
1.0,6,0,1,41,1223.0,523.0,2.0,82.0,3.0,72.0,51268.0,17267.0,366.0,628.0,199900.0,12.205572520488492,0
3.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,133.0,29477.0,38751.0,928.0,2315.0,1350000.0,14.115615150414612,0
2.0,77,2,13,39,399.0,108.0,3.0,3.0,2.0,130.0,12049.0,27125.0,125.0,522.0,495000.0,13.112313041550827,0
1.0,100,4,16,15,693.0,220.0,2.0,32.0,7.0,102.0,31470.0,42678.0,228.0,505.0,699000.0,13.457406021215947,0
3.0,104,3,17,19,1337.0,538.0,4.0,70.0,6.0,160.0,34753.0,22890.0,375.0,1502.0,545000.0,13.208541073645382,0
2.0,10,1,2,18,1332.0,455.0,3.0,139.0,3.0,75.0,40368.0,15239.0,298.0,854.0,170000.0,12.043553716032399,0
