m2_constr;distrito;cod_distrito;barrio;cod_barrio;letra_ce;tipologia;estado;amueblado;planta;dormitorios;banos;balcon;terraza;trastero;ascensor;antiguedad;jardin;tipo_inmueble;cancha_tenis;chimenea;exterior;piscina;porton_electrico;videoportero;armarios;codigo_postal;tipo_suelo;certificado_energetico;puerta_seguridad;orientacion_este;orientacion_oeste;orientacion_sur;aire;grupo_cocina;orientacion_norte;letra_emisiones;latitud;longitud;num_personas;total_transacciones;viv_nuevas_transacciones;lineas_metro;salidas_metro;estaciones_metroligero;estaciones_cercanias;estacion_bus_urbano;renta_bruta_media_por_persona;tamano_medio_del_hogar;tam_hogar;hog_con_10;hog_con_15_y_más;comercio_serviciosminoristas;hosteleria_restauracion;salud_bienestar_educacion;servicios_profesionales;cultura_entretenimiento;m2_areasverdes;ins_comunitaria;energia;eficiencia_carpinteria;num_garajes;cod_barrio_group;target;precio_mean_b;pm_tlogia_distrito;euro_m2_barrio;total_estaciones;habitaciones;m2_por_hab;atrib_lujo;atrib;serv_barrio;cod_barrio_frecuency;precio
245.0;Centro;1;Universidad;15;3;Piso;1;0.0;3.0;4;3;0;1;0;1;30_50;1;Desconocido;0;0;2;0;0;0;4;28015;Madera;1;0;0;0;0;Desconocido;Desconocido;0;3;40º25'32.9'' N  ;3º42'30.72'' W  ;32783;613;30;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;2;0;0;1;4;1600000;724757.8;870158.06;6883.6953;210;7;35.0;3;10.0;3240;325;1600000
120.0;Salamanca;4;Ibiza;42;3;Piso;1;0.5;4.0;3;2;1;1;0;1;mas_50;0;señorial;0;0;2;0;0;1;1;28001;Desconocido;1;1;0;0;0;Normal;Independiente;0;3;40º25'21.71'' N ;3º40'48.03'' W  ;29477;478;4;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;2;2;2;1;5;870000;1480537.9;1769842.4;10157.479;205;5;24.0;2;10.5;7681;346;870000
70.0;Retiro;3;Ibiza;34;0;Piso;0;0.0;3.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28009;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'1.9'' N   ;3º40'41.21'' W  ;21492;257;0;4;8;0;0;138;33396;2.39;16179;10;13;408;160;169;349;164;1427833;0;0;0;0;5;520000;1324904.2;1325221.9;10157.479;146;4;17.5;0;3.0;1250;143;520000
236.0;Moncloa-Aravaca;9;Ciudad Universitaria;93;0;Piso;0;0.0;2.0;4;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28040;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'5.05'' N  ;3º44'27.92'' W  ;16364;109;8;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;1;5;750000;1428451.2;732204.75;4451.368;369;6;39.333332;1;3.0;1521;64;750000
397.0;Centro;1;Sol;16;0;Piso;0;0.0;0.0;10;4;0;1;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28013;Desconocido;0;0;0;0;0;Normal;Amueblada;0;0;40º25'8.03'' N  ;3º42'14.2'' W   ;8164;123;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;2;0;0;0;4;2500000;908933.5;870158.06;6600.1484;210;14;28.357143;1;4.0;3240;266;2500000
105.0;Chamartín;5;El Viso;51;0;Piso;0;0.0;1.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28002;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'53.58'' N ;3º41'6.87'' W   ;17274;184;6;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;0;0;1;5;899900;2036813.5;1120715.5;8183.374;296;5;21.0;1;3.0;1920;116;899900
72.0;Ciudad Lineal;15;Pueblo Nuevo;152;0;Piso;5;0.0;0.0;1;1;0;1;1;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28017;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'0.24'' N  ;3º38'13.63'' W  ;62840;774;31;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;0;0;0;1;2;273500;290827.97;382082.53;3328.4597;287;2;36.0;3;3.0;3792;109;273500
78.0;Ciudad Lineal;15;Pueblo Nuevo;152;0;Piso;1;0.0;3.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28017;Madera;0;0;1;0;0;Normal;Desconocido;0;0;40º26'0.24'' N  ;3º38'13.63'' W  ;62840;774;31;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;1;0;0;1;2;183000;290827.97;382082.53;3328.4597;287;4;19.5;1;4.0;3792;109;183000
195.0;Centro;1;Cortes;13;0;Piso;4;0.0;4.0;4;4;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28014;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'44.8'' N  ;3º41'37.98'' W  ;10816;180;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;1299000;984085.9;870158.06;6772.3047;210;8;24.375;0;3.0;3240;145;1299000
84.0;Usera;12;San Fermín;123;0;Piso;0;0.1;5.0;2;2;0;0;0;1;10_30;0;Desconocido;0;0;2;0;0;0;1;28041;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º22'9.36'' N  ;3º41'24.26'' W  ;23598;187;10;2;4;0;2;186;13481;2.8;13483;77;26;1495;565;267;689;491;515144;0;0;0;1;1;295000;236638.89;224598.0;2618.0085;192;4;21.0;1;4.1;3507;18;295000
88.0;Tetuán;6;Cuatro Caminos;62;0;Piso;1;0.0;2.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28020;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'24.65'' N ;3º42'5.69'' W   ;34753;416;20;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;2;0;0;1;4;270000;673395.56;576069.7;5562.1284;178;4;22.0;1;4.0;4341;103;270000
182.0;Arganzuela;2;Imperial;21;0;Piso;0;0.0;3.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28005;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'5.97'' N  ;3º43'2.77'' W   ;22385;153;18;4;9;0;4;186;27431;2.31;23071;17;13;1151;633;494;969;454;547811;0;0;0;1;3;349000;491600.0;404461.3;4800.7812;199;5;36.4;1;3.0;3701;30;349000
480.0;Hortaleza;16;Piovera;162;0;Chalet;0;0.0;0.0;5;5;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28055;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'58.28'' N ;3º38'34.76'' W  ;15041;186;94;2;9;6;1;325;29047;2.65;19312;38;32;1114;603;596;1135;486;1758173;0;0;0;1;5;3100000;2797066.8;2752750.0;5200.9453;341;10;48.0;1;3.0;3934;15;3100000
118.0;Centro;1;Cortes;13;0;Piso;0;0.0;2.0;4;1;0;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28014;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'44.8'' N  ;3º41'37.98'' W  ;10816;180;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;569000;984085.9;870158.06;6772.3047;210;5;23.6;1;3.0;3240;145;569000
97.0;Centro;1;Universidad;15;0;Piso;0;0.0;2.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28015;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'32.9'' N  ;3º42'30.72'' W  ;32783;613;30;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;799000;724757.8;870158.06;6883.6953;210;4;24.25;0;3.0;3240;325;799000
84.0;Centro;1;Sol;16;0;Piso;0;0.0;2.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'8.03'' N  ;3º42'14.2'' W   ;8164;123;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;789000;908933.5;870158.06;6600.1484;210;4;21.0;0;3.0;3240;266;789000
50.0;Tetuán;6;Berruguete;66;0;Duplex;0;0.0;2.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28039;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'35.2'' N  ;3º41'58.58'' W  ;25694;269;34;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;0;0;0;1;2;240000;271995.72;467600.0;4099.597;178;4;12.5;1;3.0;4341;49;240000
112.0;Centro;1;Sol;16;0;Piso;2;1.0;2.0;3;3;0;0;0;0;mas_50;0;lujo;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º25'8.03'' N  ;3º42'14.2'' W   ;8164;123;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;989000;908933.5;870158.06;6600.1484;210;6;18.666666;0;3.0;3240;266;989000
60.0;Carabanchel;11;Vista Alegre;114;0;Piso;0;0.0;2.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28025;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'20.68'' N ;3º44'6.97'' W   ;47727;505;36;3;16;0;0;289;15239;2.66;28825;139;57;1332;483;298;854;455;1560282;0;0;0;0;1;125300;233879.31;220952.16;2859.4014;305;4;15.0;0;3.0;3422;87;125300
110.0;Villaverde;17;Butarque;173;0;Piso;0;0.0;2.0;4;2;0;1;0;1;30_50;0;Desconocido;0;0;2;0;0;0;1;28021;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º21'26.01'' N ;3º40'44.94'' W  ;21316;165;43;1;4;0;5;193;13604;2.82;14009;78;28;139;64;45;79;54;711123;0;0;0;1;1;263000;203011.58;167689.4;2478.2695;202;6;18.333334;2;4.0;381;12;263000
204.0;Hortaleza;16;Valdefuentes;166;3;Piso;2;0.0;1.0;3;2;1;1;0;1;menos_5;0;Desconocido;0;0;1;0;0;0;1;28055;Desconocido;1;0;0;0;0;Normal;Desconocido;0;3;40º29'21.45'' N ;3º40'20.75'' W  ;69176;674;262;2;9;6;1;325;29047;2.65;19312;38;32;1114;603;596;1135;486;1758173;1;0;0;1;5;899000;1011412.2;481471.5;4680.8022;341;5;40.8;2;7.0;3934;69;899000
123.0;Latina;10;Aluche;104;0;Atico;5;0.0;12.0;4;2;0;1;1;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28047;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'53.38'' N ;3º45'56.52'' W  ;66588;519;23;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;0;0;0;1;2;724732;244773.2;470908.0;2973.986;324;6;20.5;3;3.0;3239;105;724732
103.0;Usera;12;Almendrales;124;3;Piso;2;1.0;1.0;2;2;0;0;1;1;10_30;2;Desconocido;0;0;1;0;0;0;1;28026;Desconocido;1;0;0;0;0;Normal;Desconocido;0;3;40º23'14.07'' N ;3º42'2.03'' W   ;22834;135;21;2;4;0;2;186;13481;2.8;13483;77;26;1495;565;267;689;491;515144;0;0;0;1;1;385000;226296.17;224598.0;3122.5933;192;4;25.75;4;7.0;3507;34;385000
70.0;Villaverde;17;San Cristóbal;172;3;Piso;0;0.0;0.5;3;1;0;0;0;1;mas_50;0;medio;0;0;1;0;0;0;1;28021;Desconocido;1;0;0;0;0;Normal;Independiente;0;3;40º20'14.79'' N ;3º41'32.37'' W  ;17270;316;75;1;4;0;5;193;13604;2.82;14009;78;28;139;64;45;79;54;711123;0;0;0;1;1;132260;112297.445;167689.4;1682.5052;202;4;17.5;1;6.0;381;43;132260
232.0;Retiro;3;Niño Jesus;36;3;Piso;2;0.0;7.0;5;5;1;1;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28009;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;3;40º24'59.41'' N ;3º40'17.04'' W  ;15093;124;0;4;8;0;0;138;33396;2.39;16179;10;13;408;160;169;349;164;1427833;2;0;0;1;4;1499000;820918.44;1325221.9;5941.8857;146;10;23.2;2;7.0;1250;19;1499000
353.0;Salamanca;4;Castellana;46;0;Piso;0;0.0;2.0;4;3;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28006;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'48.41'' N ;3º41'19.19'' W  ;16919;189;3;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;4500000;2323510.8;1769842.4;11284.615;205;7;50.42857;1;3.0;7681;272;4500000
131.0;Centro;1;Palacio;11;0;Piso;0;0.0;2.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'37.23'' N ;3º42'42.73'' W  ;23501;258;33;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;590000;862438.4;870158.06;6941.3525;210;4;32.75;0;3.0;3240;211;590000
229.0;Moncloa-Aravaca;9;Argüelles;92;0;Piso;3;0.0;2.0;4;2;0;0;1;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28008;Desconocido;0;0;0;1;0;Desconocido;Desconocido;1;0;40º25'53.4'' N  ;3º43'1.87'' W   ;24497;333;88;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;1;4;595000;776174.75;732204.75;6110.5547;369;6;38.166668;2;4.0;1521;91;595000
69.0;Puente De Vallecas;13;Numancia;136;0;Duplex;4;0.0;3.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28038;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'19.79'' N ;3º39'24.0'' W   ;48720;546;94;1;7;0;3;311;13354;2.66;26108;123;50;423;137;90;189;173;1558120;0;0;0;1;1;320000;177536.81;293400.0;2573.4072;321;4;17.25;1;3.0;1012;91;320000
120.0;Salamanca;4;Goya;42;0;Piso;4;0.0;7.0;3;2;0;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28001;Desconocido;0;0;0;0;1;Desconocido;Desconocido;0;0;40º25'21.71'' N ;3º40'48.03'' W  ;29477;478;4;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;1350000;1480537.9;1769842.4;10122.084;205;5;24.0;2;3.0;7681;346;1350000
110.0;Tetuán;6;Almenara;64;0;Duplex;0;0.0;2.0;3;3;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28029;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'55.6'' N  ;3º41'37.01'' W  ;23057;303;56;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;0;0;0;1;3;560000;553777.7;467600.0;4768.3687;178;6;18.333334;1;3.0;4341;42;560000
244.0;Salamanca;4;Lista;45;0;Piso;2;0.0;4.0;4;5;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28006;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'54.02'' N ;3º40'23.99'' W  ;20969;247;2;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;1740000;1352493.4;1769842.4;9809.669;205;9;27.11111;1;4.0;7681;166;1740000
291.0;Chamartín;5;Nueva España;55;0;Piso;2;0.0;2.0;4;5;1;1;1;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28016;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º27'53.32'' N ;3º40'54.53'' W  ;24466;186;26;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;0;0;1;5;1790000;1502470.9;1120715.5;6819.482;296;9;32.333332;3;4.0;1920;103;1790000
71.0;Carabanchel;11;San Isidro;113;0;Piso;0;0.0;3.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28019;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'32.09'' N ;3º44'9.38'' W   ;40368;427;46;3;16;0;0;289;15239;2.66;28825;139;57;1332;483;298;854;455;1560282;0;0;0;1;2;112000;297122.66;220952.16;2726.5376;305;2;35.5;1;3.0;3422;53;112000
112.0;Centro;1;Sol;16;0;Piso;2;0.0;2.0;3;3;0;0;0;0;mas_50;0;lujo;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º25'8.03'' N  ;3º42'14.2'' W   ;8164;123;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;2;0;0;0;4;989000;908933.5;870158.06;6600.1484;210;6;18.666666;0;2.0;3240;266;989000
77.0;Arganzuela;2;Imperial;21;4;Piso;1;0.0;1.0;3;2;1;1;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28005;Desconocido;1;0;0;0;0;Normal;Desconocido;0;4;40º24'5.97'' N  ;3º43'2.77'' W   ;22385;153;18;4;9;0;4;186;27431;2.31;23071;17;13;1151;633;494;969;454;547811;2;0;0;1;3;375000;491600.0;404461.3;4800.7812;199;5;15.4;2;8.0;3701;30;375000
48.0;Centro;1;Embajadores;12;0;Piso;0;0.0;5.0;1;1;0;0;0;0;mas_50;0;Desconocido;0;0;1;0;0;0;1;28012;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'36.91'' N ;3º42'16.42'' W  ;46204;750;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;3;224000;474367.94;870158.06;5945.187;210;2;24.0;0;2.0;3240;205;224000
61.0;Ciudad Lineal;15;Quintana;153;0;Piso;0;0.0;3.0;3;1;0;0;1;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28027;Madera;0;0;0;1;0;Desconocido;Desconocido;1;0;40º26'26.12'' N ;3º38'31.7'' W   ;25469;346;26;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;0;0;0;1;2;310000;336967.97;382082.53;3929.6555;287;4;15.25;2;4.0;3792;44;310000
74.0;Moncloa-Aravaca;9;Argüelles;92;0;Piso;0;0.0;2.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28008;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'53.4'' N  ;3º43'1.87'' W   ;24497;333;88;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;1;4;799000;776174.75;732204.75;6110.5547;369;4;18.5;1;3.0;1521;91;799000
47.0;Puente De Vallecas;13;Palomeras Sureste;134;1;Piso;0;0.1;0.0;2;1;0;0;0;0;mas_50;0;Desconocido;0;0;1;0;0;0;1;28018;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;1;40º23'39.51'' N ;3º38'21.59'' W  ;43162;424;39;1;7;0;3;311;13354;2.66;26108;123;50;423;137;90;189;173;1558120;1;0;0;1;1;164900;196125.86;174892.8;2371.3362;321;3;15.666667;1;3.1;1012;58;164900
120.0;Salamanca;4;Recoletos;41;3;Piso;0;1.0;1.0;2;2;0;1;0;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28001;Desconocido;1;0;0;0;1;Desconocido;Desconocido;0;3;40º25'19.05'' N ;3º40'53.05'' W  ;15444;243;8;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;1;0;0;1;5;1349000;2479820.2;1769842.4;11784.251;205;4;30.0;2;8.0;7681;262;1349000
92.0;Salamanca;4;Goya;42;4;Piso;0;0.0;2.0;2;2;0;0;0;1;mas_50;0;lujo;0;0;1;0;0;0;1;28001;Desconocido;1;0;0;0;0;Normal;Desconocido;0;4;40º25'21.71'' N ;3º40'48.03'' W  ;29477;478;4;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;1;0;0;1;5;870000;1480537.9;1769842.4;10122.084;205;4;23.0;1;7.0;7681;346;870000
83.0;Chamartín;5;Ciudad Jardín;53;3;Piso;0;0.0;3.0;2;2;0;0;1;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28002;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;3;40º27'4.97'' N  ;3º39'58.93'' W  ;18513;267;52;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;0;2;6;1;4;525000;789636.4;1120715.5;5980.034;296;4;20.75;2;6.0;1920;22;525000
191.0;Moncloa-Aravaca;9;Argüelles;92;0;Piso;0;0.0;2.0;5;3;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28008;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'53.4'' N  ;3º43'1.87'' W   ;24497;333;88;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;1;4;1450000;776174.75;732204.75;6110.5547;369;8;23.875;1;3.0;1521;91;1450000
101.0;Arganzuela;2;Delicias;25;1;Piso;3;0.0;1.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28045;Desconocido;0;0;1;0;0;Normal;Desconocido;0;1;40º23'43.44'' N ;3º41'20.3'' W   ;28575;246;18;4;9;0;4;186;27431;2.31;23071;17;13;1151;633;494;969;454;547811;1;0;0;1;3;315000;387298.1;404461.3;4807.038;199;5;20.2;1;4.0;3701;58;315000
29.0;Chamberí;7;Gaztambide;71;0;Estudio;1;0.0;3.0;1;1;0;0;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28015;Madera;0;0;0;0;0;Desconocido;Desconocido;1;0;40º26'4.9'' N   ;3º42'42.13'' W  ;22959;260;3;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;2;0;0;1;4;229900;826340.3;252940.0;5723.729;173;2;14.5;1;3.0;6900;62;229900
59.0;Ciudad Lineal;15;Pueblo Nuevo;152;0;Piso;0;0.0;2.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28017;Desconocido;0;0;1;0;1;Desconocido;Desconocido;0;0;40º26'0.24'' N  ;3º38'13.63'' W  ;62840;774;31;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;2;0;0;1;2;149000;290827.97;382082.53;3328.4597;287;2;29.5;1;3.0;3792;109;149000
68.0;Salamanca;4;Lista;45;2;Piso;0;0.0;4.0;1;1;0;0;0;1;30_50;0;Desconocido;0;0;2;0;0;0;1;28006;Desconocido;1;0;0;1;0;Desconocido;Desconocido;0;2;40º25'54.02'' N ;3º40'23.99'' W  ;20969;247;2;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;1;2;0;1;5;640000;1352493.4;1769842.4;9809.669;205;2;34.0;1;6.0;7681;166;640000
187.0;Centro;1;Palacio;11;0;Piso;0;0.0;2.0;4;3;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'37.23'' N ;3º42'42.73'' W  ;23501;258;33;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;950000;862438.4;870158.06;6941.3525;210;7;26.714285;0;3.0;3240;211;950000
88.0;Hortaleza;16;Pinar Del Rey;164;0;Piso;0;0.0;8.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28033;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º28'31.78'' N ;3º39'2.96'' W   ;52031;448;62;2;9;6;1;325;29047;2.65;19312;38;32;1114;603;596;1135;486;1758173;0;0;0;1;3;391000;381546.34;481471.5;3841.6995;341;4;22.0;1;3.0;3934;41;391000
462.0;Salamanca;4;Castellana;46;3;Piso;0;0.0;3.0;4;4;0;1;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28006;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;3;40º25'48.41'' N ;3º41'19.19'' W  ;16919;189;3;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;2;0;0;1;5;6500000;2323510.8;1769842.4;11284.615;205;8;57.75;2;6.0;7681;272;6500000
320.0;Centro;1;Palacio;11;0;Piso;0;0.0;2.0;4;4;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'37.23'' N ;3º42'42.73'' W  ;23501;258;33;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;750000;862438.4;870158.06;6941.3525;210;8;40.0;0;3.0;3240;211;750000
52.0;Centro;1;Sol;16;0;Piso;0;0.0;2.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'8.03'' N  ;3º42'14.2'' W   ;8164;123;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;255000;908933.5;870158.06;6600.1484;210;3;17.333334;0;3.0;3240;266;255000
60.0;Centro;1;Palacio;11;0;Piso;2;0.0;1.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'37.23'' N ;3º42'42.73'' W  ;23501;258;33;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;355000;862438.4;870158.06;6941.3525;210;2;30.0;0;3.0;3240;211;355000
100.0;Salamanca;4;Lista;45;7;Atico;2;0.0;10.0;2;2;1;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28006;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;7;40º25'54.02'' N ;3º40'23.99'' W  ;20969;247;2;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;1;0;0;1;5;840000;1352493.4;1924147.5;9809.669;205;4;25.0;1;11.0;7681;166;840000
129.0;Retiro;3;Ibiza;34;0;Piso;0;1.0;2.0;3;3;1;1;1;1;mas_50;0;lujo;0;0;1;0;0;0;1;28009;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º25'1.9'' N   ;3º40'41.21'' W  ;21492;257;0;4;8;0;0;138;33396;2.39;16179;10;13;408;160;169;349;164;1427833;0;0;0;1;5;1590000;1324904.2;1325221.9;10157.479;146;6;21.5;3;5.0;1250;143;1590000
90.0;Chamberí;7;Almagro;74;0;Piso;3;0.0;3.0;2;3;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28010;Desconocido;0;0;1;0;1;Normal;Desconocido;0;0;40º25'36.89'' N ;3º41'31.6'' W   ;19418;310;34;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;795000;2368570.0;1373545.5;10201.327;173;5;18.0;1;4.0;6900;126;795000
